gene,no_treatment,LPS,PolyIC,IFNg,Multiple,OTI no interaction,C57BL/6
Mx1,-0.6233410155016537,-0.384253852929127,-0.5293975037863977,-0.47771287994344913,-0.8599772995175242,0.7011813747046491,2.1735011769735024
Mx2,-0.6237606053545971,-0.6235421287514126,-0.4274735280252616,-0.5147441368496547,-0.6910765536954465,0.6826981290756649,2.197898823600708
Rsad2,-0.6579912643123877,-0.4668419424203375,-0.52418508309582,-0.5308051830429491,-0.8366227068897965,0.9870846141285152,2.029361565632776
Rigi,-0.4737809634901568,-0.5837445559963624,-0.5306203844580475,-0.4797618806119839,-0.7819858554024642,0.6341890568499732,2.215704583109042
Ifih1,-0.45537578696385217,-0.40963120018206806,-0.6318074629565333,-0.46062093127708165,-0.88726265195833,0.6542037192453182,2.1904943140925472
Usp18,-0.5742106312247788,-0.5548944827240823,-0.4474962588954272,-0.47918395158409577,-0.8163981430913801,0.6806848105523702,2.1914986569673944
Gbp2,-0.4639202765402258,-0.4790705295682721,-0.5142402082052292,-0.4918051224183915,-0.8890034042582668,0.6343565103488924,2.203683030641493
Gbp3,-0.4623124954033456,-0.5842001798101539,-0.4394653418124944,-0.5552514079549353,-0.8000437131459465,0.6246915558406708,2.2165815822862047
Gbp4,-0.5120368649906675,-0.5165197955317146,-0.5170742045699908,-0.4559864791289263,-0.8577878497267711,0.6642494237469443,2.1951557702011253
Gbp5,-0.4744140588671323,-0.4384570271715078,-0.5252688888611996,-0.5127572551375236,-0.8991382409306864,0.6588393428823006,2.1911961280857497
Xaf1,-0.49086189716676604,-0.4916068585550088,-0.5256717232190513,-0.4918206586574684,-0.8500506802578834,0.645490311364339,2.2045215064918384
Irf9,-0.5471024752713088,-0.40656245660175205,-0.4510870379587249,-0.6040875691912201,-0.7179182415605566,0.43225753815331586,2.2945002424302454
Hspa1a,1.7951378990587634,0.9367654374523506,-0.8359396777204238,0.21653980158702765,-0.05094089332428222,-1.1462168165056654,-0.9153457505477705
Hspa1b,1.225059220742839,-0.7335164488530185,0.551002793485773,0.03974149223418627,1.3069103545032748,-0.9779731667390857,-1.4112242453739692
Hsp90aa1,0.49436125373139445,0.5293560192678959,0.5238054080860782,0.4804610307594983,0.9260913008773707,-0.8649715131465092,-2.0891034995757307
Hsp90ab1,0.4873915568599271,0.4992030122745562,0.5485717193273714,0.494474297971684,0.8945891256698715,-0.7942972717158701,-2.1299324403875413
Bcl2l11,-0.15010570211325847,-0.8711981632096031,0.2310586592468883,-0.6687462401613231,-1.3334260204148787,1.5394738632755536,1.252943603376627
Bcl2l1,0.5223038788647141,0.699968908619315,0.4708954383781243,0.3412044523459693,0.7145159706211669,-0.4771284049082674,-2.271760243921023
Mcl1,-0.45437947654301747,-0.49659382650865125,-0.2953860081393366,-0.482141415593393,-0.6016294430431931,-0.0900264124337607,2.4201565822613498
Birc2,-0.3628833658879631,-0.35133702097038966,-0.7110093455522184,-0.5182872045473759,-1.00369903257397,0.9167106373690429,2.0305053321628748
Birc3,-0.6092211959689804,-0.13651433956525924,-0.561895615311484,-0.5523776530116334,-0.9487115519038494,0.6477701342398061,2.1609502215214045
Fas,-0.12380947320095051,-0.5660537347896205,-0.4777859936554999,-0.8296875572101966,-0.8553097221036249,0.7381216740903357,2.114524806869555
Casp3,0.49956547720465444,0.42817745049567996,0.3304023506403228,0.6535749213776839,1.0499068690168927,-0.9598285859438034,-2.001798482791431
Casp8,-0.5747796834220302,-0.42469907617789043,-0.5301986854603518,-0.38972247206733374,-0.9260617489599529,0.6643284499228197,2.1811332161647385
Tnfaip3,0.4947841954326849,0.8674617972910953,0.23319860427593256,0.051965037948817176,-0.313061909428962,0.907209665887274,-2.241557391406845
Pim1,0.1924750468167975,0.7833068234312464,0.5549934914150276,0.4171806692304215,0.9848338187590907,-0.9201346897999354,-2.0126551598526508
Pim2,-0.004186772169418185,1.0605589815085819,0.32273564121899284,0.38479811342489806,1.1554376139222111,-1.5751050876087933,-1.344238490296469
Slc2a1,0.4834527998953351,0.4164376057520221,0.45200866235427156,0.5015827754128994,1.0895459904640525,-0.9151241621242137,-2.0279036717543666
Slc7a5,0.6367786656230088,0.4976761880456987,0.35858078517339975,0.5240033995097442,0.7105127306613118,-0.4366637192560309,-2.290888049757133
Ldha,0.49043688510196654,0.46526487270029976,0.532693154725177,0.5419349908535203,0.9515211678250836,-0.9366538105824137,-2.045197260623635
Gapdh,0.46155911343363204,0.49357344041411916,0.5158288369107016,0.5058994912696426,1.0474858806480363,-1.0933826108709948,-1.9309641518051373
Hk2,0.6160838721385068,0.5532316327139025,0.3038974404188218,0.28818363114406736,0.6117803358088484,0.027642258345394726,-2.4008191705695414
Pgk1,0.4512306338116301,0.5370355890275568,0.48118058417373866,0.5478086979484735,0.9757402589279991,-0.9743514978381032,-2.018644266051293
Pkm,0.537290081435679,0.5164296263372343,0.49783752651649815,0.5029768372335992,0.8672527324342133,-0.7814651342319151,-2.1403216697253082
Mtor,0.7166111995432689,0.11732033970716453,0.33528218424806094,0.4377202867646515,0.32852787786512594,0.4792925884548737,-2.414754476583145
Rptor,0.203794421832433,0.5527216362978977,0.1818741725287968,0.029884683126133103,-0.2502707300820288,1.4156239075122075,-2.133628091215442
Rictor,-0.4943847047893357,-0.38825306331548803,-0.6063731786240979,-0.536555293587301,-1.0693185408979853,1.4561591466315436,1.6387256345826633
Tsc1,1.3611797324041934,-0.010265580776269967,-0.8384305020851552,-0.7543721986235206,-0.8960585959165954,1.6700317847065227,-0.5320846397091826
Tsc2,0.13182240911449944,1.058067140174434,0.5505182392325261,0.3941554604204864,0.5679823188570834,-0.5056346422922338,-2.196910925506793
