comparison,peptide_group,reference,gene,total_counts,pct_group,pct_reference,pct_delta,detection_log2_odds_ratio,mean_norm_group,mean_norm_reference,mean_log1p_group,mean_log1p_reference,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_group_cells,n_reference_cells,is_sig_0p25,is_sig_0p5,gene_program,gene_order,peptide_order,is_sig_abs0p5_fdr0p05,plot_size,x,y,gene_centered_log2fc_z,percent_detected
MCMV_vs_no_interaction,MCMV,no_interaction,Lef1,4918,0.5584415584415585,0.6261261261261063,-0.06768456768454778,-0.39658114833743396,2.2091046749957535,4.779538829707169,0.7309093267699373,1.1643123259820751,-0.4334029992121379,-1.079411229610958,-4.369024084623204,83.26463061377275,-0.4027381931132392,3.574314491904705e-05,True,0.0008352224680063036,77,2664,True,True,Naive_recirc,14,16,True,45.20779220779221,16,17,0.3365725863679972,55.84415584415585
multi_peptide_vs_no_interaction,multi_peptide,no_interaction,Ifit3,2888,0.06857628352955521,0.2897897897897899,-0.22121350626023473,-2.318211556174909,0.18501111550692037,1.948322774112673,0.06957649199415049,0.5388596752332336,-0.46928318323908313,-2.845352981755331,-26.29996983832931,2872.507488785978,-0.897201729878023,8.92536577511695e-137,True,8.87329352852722e-136,8239,2664,True,True,IFN_stress,15,0,True,9.937492414127975,0,16,-1.867002284096649,6.857628352955521
N4_vs_no_interaction,N4,no_interaction,Ifit3,1822,0.09442060085836916,0.2897897897897899,-0.19536918893142075,-1.8678118333374627,0.2187016720783268,1.948322774112673,0.09514973205213889,0.5388596752332336,-0.44370994318109475,-2.6841645793276983,-18.806106835133654,1824.0877504755633,-0.5256874203299754,2.9546658717489226e-72,True,5.967167756306548e-70,466,2664,True,True,IFN_stress,15,1,True,11.79828326180258,1,16,-1.6255686573914705,9.442060085836916
A2_vs_no_interaction,A2,no_interaction,Ifit3,1812,0.07671232876712332,0.2897897897897899,-0.21307746102266661,-2.16354599862079,0.32110501508064815,1.948322774112673,0.10953589695872497,0.5388596752332336,-0.4293237782745087,-2.2821911104604364,-15.19479704538714,910.6515414852936,-0.4991190311034805,1.2114546096113332e-46,True,7.526161762210407e-45,365,2664,True,True,IFN_stress,15,2,True,10.523287671232879,2,16,-1.023478736738179,7.671232876712332
Y3_vs_no_interaction,Y3,no_interaction,Ifit3,1829,0.10594315245478031,0.2897897897897899,-0.1838466373350096,-1.6985290718525887,0.42387488620298674,1.948322774112673,0.15125712070487893,0.5388596752332336,-0.3876025545283547,-1.9671488646369348,-12.868171617098595,848.2772597299505,-0.4498059706460288,9.589219066245013e-35,True,5.4589229021696e-33,387,2664,True,True,IFN_stress,15,3,True,12.627906976744182,3,16,-0.5515974423711035,10.59431524547803
Q4_vs_no_interaction,Q4,no_interaction,Ifit3,1866,0.10882956878850111,0.2897897897897899,-0.1809602210012888,-1.6584393021262545,0.5188195097274169,1.948322774112673,0.1536755455028155,0.5388596752332336,-0.38518412973041816,-1.7268524857803127,-13.125463239907853,1109.5718571247767,-0.45015906796407584,1.0906564446467394e-36,True,1.9249882005235053e-35,487,2664,True,True,IFN_stress,15,4,True,12.83572895277208,4,16,-0.19167312177662021,10.882956878850111
Q4R7_vs_no_interaction,Q4R7,no_interaction,Ifit3,1827,0.15859030837004418,0.2897897897897899,-0.13119948141974574,-1.0718651055982642,0.7479383386640659,1.948322774112673,0.22702097848424627,0.5388596752332336,-0.31183869674898734,-1.2724118105295477,-7.150908482746043,320.18210062051946,-0.3528772945180339,5.884797248373511e-12,True,6.104740727289361e-11,227,2664,True,True,IFN_stress,15,5,True,16.418502202643182,5,16,0.489004015633444,15.859030837004418
T4_vs_no_interaction,T4,no_interaction,Ifit3,1829,0.07875894988066824,0.2897897897897899,-0.2110308399091217,-2.1267233478117986,0.3820439011588018,1.948322774112673,0.11695753237991154,0.5388596752332336,-0.4219021428533221,-2.0872066246800647,-15.002779275525885,1048.4870677025635,-0.4927081905217145,3.079179093836073e-46,True,3.285034325390282e-44,419,2664,True,True,IFN_stress,15,6,True,10.670644391408114,6,16,-0.7314241543724616,7.8758949880668245
Q7_vs_no_interaction,Q7,no_interaction,Ifit3,1834,0.12371134020618561,0.2897897897897899,-0.1660784495836043,-1.4641880233349502,0.5839553662344671,1.948322774112673,0.1879784365722492,0.5388596752332336,-0.3508812386609844,-1.5824689872531517,-9.484502809181262,477.17664772796917,-0.40073977889899914,1.1537925460654264e-19,True,2.2243880676315067e-18,291,2664,True,True,IFN_stress,15,7,True,13.907216494845365,7,16,0.024589532116513522,12.37113402061856
Q4H7_vs_no_interaction,Q4H7,no_interaction,Ifit3,1876,0.15048543689320384,0.2897897897897899,-0.13930435289658608,-1.156612893481938,0.5784525325220491,1.948322774112673,0.19872244838383293,0.5388596752332336,-0.34013722684940073,-1.5941232856273917,-10.654202828599447,817.1496774731982,-0.3936574375587193,6.58121733998234e-25,True,1.0661345542842303e-23,412,2664,True,True,IFN_stress,15,8,True,15.834951456310677,8,16,0.007133316403597721,15.048543689320384
V4_vs_no_interaction,V4,no_interaction,Ifit3,1858,0.13888888888888895,0.2897897897897899,-0.15090090090090097,-1.2841538502785232,0.7110993336757392,1.948322774112673,0.2111958748324096,0.5388596752332336,-0.32766380040082405,-1.3364925584360066,-8.750829172048432,524.025624899334,-0.3742464471139104,2.9078409124281385e-17,True,3.943202078181749e-16,324,2664,True,True,IFN_stress,15,9,True,15.000000000000004,9,16,0.39302163020107617,13.888888888888895
D4_vs_no_interaction,D4,no_interaction,Ifit3,1812,0.1440677966101695,0.2897897897897899,-0.14572199317962042,-1.2262219328266792,0.5894913969357767,1.948322774112673,0.2081940847739284,0.5388596752332336,-0.3306655904593052,-1.570838616848613,-8.168772338184608,353.9239058294589,-0.37542705614747296,5.573669445168966e-15,True,1.680010661476177e-13,236,2664,True,True,IFN_stress,15,10,True,15.372881355932204,10,16,0.04200990767953209,14.40677966101695
G4_vs_no_interaction,G4,no_interaction,Ifit3,1783,0.14615384615384616,0.2897897897897899,-0.14363594363594376,-1.2033394918365128,0.4411756003503006,1.948322774112673,0.17761820887910837,0.5388596752332336,-0.36124146635412524,-1.920274372726722,-7.930578868995102,177.33237866161477,-0.40658992576036335,2.356382033071986e-13,True,6.632752689465769e-12,130,2664,True,True,IFN_stress,15,11,True,15.523076923076923,11,16,-0.4813871889570828,14.615384615384617
E1_vs_no_interaction,E1,no_interaction,Ifit3,1826,0.19653179190751438,0.2897897897897899,-0.09325799788227554,-0.7132552842529559,1.0394357907407916,1.948322774112673,0.3205927853313738,0.5388596752332336,-0.21826688990185983,-0.846123444291193,-3.809931005670101,209.11398796226015,-0.24430935568605658,0.00018275098944428098,True,0.0011858015114017864,173,2664,True,True,IFN_stress,15,12,True,19.150289017341038,12,16,1.1275136399803851,19.653179190751437
CATNB_vs_no_interaction,CATNB,no_interaction,Ifit3,1796,0.14583333333333337,0.2897897897897899,-0.14395645645645655,-1.2068389155466763,0.6550618478663255,1.948322774112673,0.21822268501639192,0.5388596752332336,-0.3206369902168417,-1.4397763457458181,-6.262245026575147,183.19553272754067,-0.360321984671447,2.6304367840870614e-09,True,1.176440175503765e-07,144,2664,True,True,IFN_stress,15,13,True,15.500000000000004,13,16,0.2383195612277859,14.583333333333337
LCMV_vs_no_interaction,LCMV,no_interaction,Ifit3,1809,0.1889763779527558,0.2897897897897899,-0.10081341183703413,-0.7803597603768672,1.2264741488091446,1.948322774112673,0.3362252262676352,0.5388596752332336,-0.20263444896559846,-0.6268465130593803,-2.8958193341116827,143.3581686228841,-0.22571804651352675,0.00437450472591399,True,0.029301499842477544,127,2664,True,True,IFN_stress,15,14,True,18.606299212598415,14,16,1.455954296769244,18.89763779527558
TB_vs_no_interaction,TB,no_interaction,Ifit3,1843,0.24539877300613488,0.2897897897897899,-0.044391016783655035,-0.3174891179386832,1.3818884673503389,1.948322774112673,0.41128476186929636,0.5388596752332336,-0.12757491336393728,-0.46700620379206054,-1.9763763769251486,188.67312176741504,-0.14212445494536663,0.04956939620000754,True,0.15862560346029517,163,2664,False,False,IFN_stress,15,15,False,22.66871165644171,15,16,1.6953687023894755,24.53987730061349
