contrast,treatment,control,gene,total_counts,pct_treatment,pct_control,mean_norm_treatment,mean_norm_control,mean_log1p_treatment,mean_log1p_control,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_treatment_cells,n_control_cells,neglog10_padj,in_top_gene_heatmap,sig
IFNg_vs_no_treatment,IFNg,no_treatment,Rexo2,12481,0.7039488701210129,0.703407224958981,2.2502572946816235,2.303781923571604,0.9527283606894658,0.96253983969243,-0.009811479002964196,-0.03248731285343177,-0.6700285828506384,9171.31394537975,-0.013940962189430525,0.502856438843276,True,0.7106254964273377,4381,4872,0.14835921457951365,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Rbm7,2470,0.21501940196301905,0.24384236453202746,0.41567433005352417,0.4963226386911651,0.2242900657943969,0.26039886116697614,-0.036108795372579244,-0.20963287716538007,-3.7697370562605728,9241.677290684986,-0.07818054990834458,0.00016443739804474817,True,0.0018957755863172375,4381,4872,2.7222130738504853,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Gm5617,740,0.07349920109564022,0.07676518883415427,0.1324583353492575,0.1369802965157996,0.07385923873066139,0.07602822901556423,-0.002168990284902847,-0.027794954643796006,-0.38541496552260174,9170.412158786052,-0.00801936946408108,0.6999389358477325,True,0.8461330781134657,4381,4872,0.07256132662391497,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Usp28,894,0.08262953663547111,0.0964696223316912,0.16349474268447642,0.1984135441764421,0.08624288480805645,0.10141654185622012,-0.015173657048163675,-0.17953883994658,-2.3396551054675885,9248.467511936115,-0.048483215229768485,0.019322716696670343,True,0.08652909995187777,4381,4872,1.062837813654271,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Zw10,1314,0.13604199954348184,0.12479474548440052,0.2550099318515351,0.23473768751003726,0.1384745575354033,0.12721747795632518,0.011257079579078122,0.08482839580809612,1.520026235529071,9074.564560909646,0.03170432642237671,0.12853922160035156,True,0.31954366840098974,4381,4872,0.4954697833595323,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Rpl10-ps3,1521,0.14768317735676623,0.1486042692939259,0.2711631600406065,0.2736694240557347,0.14893703044012305,0.15068991366502174,-0.0017528832248986936,-0.00970899606012886,-0.22731176141522139,9161.586627305758,-0.004730967079807068,0.8201864002475873,True,0.9112121319009865,4381,4872,0.04038050668293027,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Pts,792,0.07852088564254721,0.08148604269293916,0.1454075849482414,0.14837849234380904,0.07900784473288112,0.0813246200545189,-0.002316775321637779,-0.017360412870693558,-0.39583262803475444,9167.994814015201,-0.008236746451823136,0.6922377158125255,True,0.8421571871265979,4381,4872,0.07460684064940673,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Il18,648,0.054325496461995096,0.07409688013136281,0.0986144403671921,0.13890852372922796,0.054753989929250714,0.07569013656142043,-0.020936146632169715,-0.2664878083095721,-3.9423032746304343,9219.551113541373,-0.08137345297220436,8.129956942969176e-05,True,0.0010359787997031027,4381,4872,2.9846491319133386,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Sdhd,12362,0.6920794339192299,0.6990968801313939,2.220580348093057,2.2588556218348037,0.9390694158254687,0.9517826965292869,-0.012713280703818275,-0.02360146799001801,-0.8658995508693041,9146.837143077633,-0.018029278000941232,0.3865679604702268,True,0.6184864395776374,4381,4872,0.20866981791224928,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Timm8b,8772,0.5918740013695615,0.568349753694586,1.6103307248751784,1.5525413521918159,0.7366669522310442,0.7078207601438345,0.02884619208720962,0.049588951218259215,2.062236335395491,9160.442950974582,0.04292211575620623,0.0392133752650873,True,0.1430164246929235,4381,4872,0.84461408320707,False,False
