gene_id	gene_name	gene_biotype	chrom	strand	reference_count	test_count	reference_cpm	test_cpm	log2_fc	pvalue	fdr	neg_log10_fdr	significant	comparison	reference	test
ENSG00000148303	RPL7A	protein_coding	9	+	18169	8121	1911.6300631261931	1137.0910966649249	-0.7491985799137596	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000227706	ENSG00000227706	lncRNA	6	-	24315	10657	2558.274257521789	1492.1782806499327	-0.777549621660235	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000164587	RPS14	protein_coding	5	-	22232	9387	2339.1138512533175	1314.354651446084	-0.8313671075654442	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000213719	CLIC1	protein_coding	6	-	15601	6560	1641.4409496852738	918.5220532104306	-0.83723085684593	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000198888	MT-ND1	protein_coding	MT	+	49109	19593	5166.945939240697	2743.3845409378	-0.9132316144770781	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000198034	RPS4X	protein_coding	X	-	26340	10475	2771.3322616954115	1466.6948944175701	-0.9177794312435757	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000142676	RPL11	protein_coding	1	+	30246	11749	3182.297478634754	1645.078598044108	-0.9517004254352186	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000196230	TUBB	protein_coding	6	+	29561	11478	3110.2260056179975	1607.133555906909	-0.9523127311383457	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000075624	ACTB	protein_coding	7	-	43747	16728	4602.78938695479	2342.231235686598	-0.9744736868927356	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000174444	RPL4	protein_coding	15	-	23823	9024	2506.5090535447907	1263.5278975870312	-0.9879389014693523	0.0	0.0	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000204628	RACK1	protein_coding	5	-	17569	6588	1848.5017655932681	922.4425741692556	-1.0024338116044567	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000140988	RPS2	protein_coding	16	-	32960	12065	3467.847811142018	1689.3244774365617	-1.037375180312765	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000147403	RPL10	protein_coding	X	+	10481	3809	1102.7461440709797	533.3308690058735	-1.0473000675111956	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000167526	RPL13	protein_coding	16	+	16346	5847	1719.8252524553227	818.6887873660652	-1.0704134794306732	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000248527	MTATP6P1	unprocessed_pseudogene	1	+	14475	5076	1522.9701779818179	710.7344423927051	-1.0989641642270522	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000198938	MT-CO3	protein_coding	MT	+	254445	89183	26771.132776275208	12487.27930967467	-1.1001881836321536	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000167658	EEF2	protein_coding	19	-	17481	6026	1839.2429486217725	843.7521177814108	-1.1237584067490611	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000197746	PSAP	protein_coding	10	-	8228	2784	865.6993868348461	389.8117981917437	-1.1500720784959233	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000168028	RPSA	protein_coding	3	+	21466	7205	2258.520058069617	1008.8340538690782	-1.1622933461212972	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000096384	HSP90AB1	protein_coding	6	+	35231	11816	3706.7884173041393	1654.4598446241537	-1.1635681450076765	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000161016	RPL8	protein_coding	8	-	14848	4968	1562.214936281453	695.6124329800944	-1.1666623844462247	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000105372	RPS19	protein_coding	19	+	13366	4348	1406.288041375128	608.800897463255	-1.207178205798276	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000100316	RPL3	protein_coding	22	-	31662	9628	3331.280260812457	1348.0991354131136	-1.3048316766508472	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000130255	RPL36	protein_coding	19	+	7314	2133	769.5339469263569	298.65968589906225	-1.3640062744676507	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000105193	RPS16	protein_coding	19	-	35480	9894	3732.9866607803033	1385.3440845219511	-1.429758621438663	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000242125	SNHG3	lncRNA	1	+	6431	1775	676.6301357237354	248.5330250683711	-1.4430960525248182	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000156508	EEF1A1	protein_coding	6	-	50674	13775	5331.60558197241	1928.7562931362318	-1.466660536019463	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000005187	ACSM3	protein_coding	16	+	7235	1915	761.2220544178551	268.1356298624961	-1.5036140012294958	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000134825	TMEM258	protein_coding	11	-	5189	1346	545.9545598305805	188.46504323494506	-1.5319821602196628	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000149273	RPS3	protein_coding	11	+	23150	5565	2435.700146478693	779.2035405664705	-1.6436350721817274	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000221983	UBA52	protein_coding	19	+	10774	2403	1133.5737960328913	336.4647094305891	-1.7508451119694377	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000115268	RPS15	protein_coding	19	+	6307	1351	663.5836209002642	189.16513626330666	-1.8079104052771977	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000168209	DDIT4	protein_coding	10	+	10164	2163	1069.3933602077511	302.8602440692319	-1.8183630704439406	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000188846	RPL14	protein_coding	3	+	18754	3840	1973.180153220795	537.6714457817154	-1.874750459470246	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000185651	UBE2L3	protein_coding	22	+	5677	1151	597.2989084906928	161.16141512884232	-1.8866848811417272	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000105640	RPL18A	protein_coding	19	+	5798	1144	610.0297818264995	160.18128488913607	-1.92585976896329	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000233927	RPS28	protein_coding	19	+	16727	3156	1759.9117213887298	441.8987195018474	-1.9924937679138883	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000063177	RPL18	protein_coding	19	-	10049	1591	1057.2937698472738	222.76960162466386	-2.244199638089518	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000074800	ENO1	protein_coding	1	-	18938	2828	1992.539497797559	395.9726168413259	-2.329677169682027	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000213931	HBE1	protein_coding	11	-	4048	529	425.90558068880125	74.06984240065819	-2.5155621222680176	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000142168	SOD1	protein_coding	21	+	3866	356	406.75666377048066	49.846623619346545	-3.015971369599483	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000175061	SNHG29	lncRNA	17	+	3133	186	329.6349269510905	26.04346065505184	-3.636627395742195	0.0	0.0	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000197451	HNRNPAB	protein_coding	5	+	3111	487	327.3202227082166	68.1890609624207	-2.2547525878797745	4.28187e-319	1.0438747e-316	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000205542	TMSB4X	protein_coding	X	+	22658	11040	2383.9349425016944	1545.805406622432	-0.6248221302063104	4.8227e-319	1.1554579e-316	300.0	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000186480	INSIG1	protein_coding	7	+	2338	4498	245.98993271996474	629.8036883141032	1.3545183804508998	1.617883e-317	3.8105262e-315	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000265972	TXNIP	protein_coding	1	-	7640	2565	803.8336552525795	359.14772354950526	-1.1612096147773912	8.095884856718937e-306	1.8750069328161056e-303	300.0	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000137309	HMGA1	protein_coding	6	+	7983	2765	839.9219986755684	387.1514446839696	-1.116353884618807	3.196517210786047e-300	7.281771010013592e-298	297.13776298245386	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000189043	NDUFA4	protein_coding	7	-	3781	6020	397.8134882866496	842.9120061473769	1.0823332236056962	7.551453509578926e-297	1.6924999672436898e-294	293.7714713310481	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000172757	CFL1	protein_coding	11	-	5340	1488	561.8418480430332	208.34768524041473	-1.4289962590466156	3.247365898115813e-294	7.1627613524154505e-292	291.14491951834515	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000105281	SLC1A5	protein_coding	19	-	6892	2249	725.1337109948662	314.9018441570516	-1.2020503855609859	1.8839033756617943e-291	4.090425204405671e-289	288.388231544235	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000172115	CYCS	protein_coding	7	-	4917	7168	517.3363982823212	1003.6533654592022	0.955411350805139	3.496241157408094e-287	7.474425711283519e-285	284.1264221702279	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000198804	MT-CO1	protein_coding	MT	+	16933	7877	1781.5857702083676	1102.9265568808785	-0.691576165887761	5.094399494108727e-285	1.0726026571232555e-282	281.9695611315082	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000142534	RPS11	protein_coding	19	+	23968	12157	2521.7650587819144	1702.2061891584153	-0.5668903810606732	8.946212814090573e-284	1.855471242755263e-281	280.7315457722284	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000163191	S100A11	protein_coding	1	-	4009	932	421.80224134916114	130.49734048660386	-1.6887383817892259	1.6176876969024464e-281	3.3057923876700583e-279	278.4807244247272	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000122862	SRGN	protein_coding	10	+	4322	6490	454.7341698955037	908.7207508133681	0.9980217601760462	7.518692215654352e-280	1.5141992323004764e-277	276.8198169783392	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000135390	ATP5MC2	protein_coding	12	-	3311	655	348.36298855252494	91.71218671537073	-1.9196312135589777	4.916294908328362e-277	9.759547720875845e-275	274.01057030803815	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000084207	GSTP1	protein_coding	11	+	4119	994	433.3757625635307	139.17849403828782	-1.6351720861210113	2.2890228759850985e-276	4.480036885167455e-274	273.3487184103414	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000135404	CD63	protein_coding	12	-	8384	3088	882.1127441934066	432.37745431612956	-1.0278219165833897	5.3199724647183306e-276	1.026754685690638e-273	272.98853330652645	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000198763	MT-ND2	protein_coding	MT	+	43586	24824	4585.849960450122	3475.8218672097146	-0.39978477843852955	3.2299229423109878e-273	6.148357425527876e-271	270.21124089338076	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000171863	RPS7	protein_coding	2	+	14102	15823	1483.7254196821827	2215.514397553147	0.5782570339043819	2.40510433942768e-263	4.516395932525276e-261	260.3452079923951	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000080824	HSP90AA1	protein_coding	14	-	13932	15663	1465.8390687145206	2193.1114206455754	0.5810892439442812	5.6271566974573975e-263	1.0425995929049067e-260	259.98188244898427	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000163216	SPRR2D	protein_coding	1	-	3170	633	333.52783863228757	88.63177739057966	-1.9059565648643735	1.0331421104671963e-262	1.889018785138442e-260	259.72376372326323	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000117450	PRDX1	protein_coding	1	-	3233	681	340.15630987324465	95.35267046285111	-1.8294263984530372	7.54627305072736e-254	1.3618572767910052e-251	250.86586840428077	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000113387	SUB1	protein_coding	5	+	7323	9316	770.4808713893507	1304.4133304433492	0.7591870178968888	9.117102391721384e-252	1.6242468568635942e-249	248.7893479649801	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000137193	PIM1	protein_coding	6	+	3826	951	402.548110601619	133.15769399437798	-1.5924091704649133	1.9858709494662467e-247	3.4931218625041728e-245	244.45678626311988	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000150991	UBC	protein_coding	12	-	5634	7577	592.7747138341666	1060.9209751791818	0.8392247642188023	9.376498020160962e-244	1.628697706101959e-241	240.7881595152953	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000117318	ID3	protein_coding	1	-	714	2048	75.12267406418086	286.75810441691493	1.9254568262988279	3.1759928148767417e-243	5.448592117966321e-241	240.26371570219806	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000170180	GYPA	protein_coding	4	-	1162	2657	122.2584695554316	372.02943527135886	1.6015318593005	1.5248002171494112e-242	2.5839785143302704e-240	239.5877111018018	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000185825	BCAP31	protein_coding	X	-	2354	380	247.67335398750944	53.20707015548226	-2.2081642973010913	4.1052443683112535e-236	6.873069366512431e-234	233.162849272948	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000108298	RPL19	protein_coding	17	+	14582	6892	1534.2280577085228	965.0082302936414	-0.6686225811853208	1.0057685256509982e-231	1.663828503862651e-229	228.77889143986286	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000122566	HNRNPA2B1	protein_coding	7	-	8089	9865	851.0746645730517	1381.283544957454	0.6983267031234981	2.6378312542483307e-230	4.312388601062918e-228	227.36528211060124	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000237311	ENSG00000237311	lncRNA	X	+	2820	572	296.7029984047479	80.09064244456803	-1.8827644318101922	2.8099374773623434e-230	4.540336184351991e-228	227.34291198908045	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000132507	EIF5A	protein_coding	17	+	2893	603	304.3836079379205	84.43121922041	-1.8438917202881622	1.076640295215546e-229	1.7196544301511754e-227	226.76455881713716	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000162244	RPL29	protein_coding	3	-	5393	1762	567.418180991775	246.7127831946309	-1.1999297521845367	5.637352530073924e-228	8.901892131580369e-226	225.0505176725724	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000170889	RPS9	protein_coding	19	+	4758	1457	500.607399436096	204.00710846457278	-1.2929688503127341	6.485194676649535e-226	1.0125647778283364e-223	222.9945771836654	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000120802	TMPO	protein_coding	12	+	2445	4082	257.24781244666974	571.5559483544173	1.1501960694879836	7.443938475044812e-223	1.149344100546919e-220	219.9395499290175	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000008988	RPS20	protein_coding	8	-	14864	16047	1563.8983575489976	2246.878565223747	0.5226352368026655	1.4689901632128702e-222	2.2431964074731913e-220	219.64913269924475	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000168003	SLC3A2	protein_coding	11	+	5593	1893	588.4609468360834	265.05522053770505	-1.149160082583954	7.683669551100281e-221	1.1605681748053208e-218	217.93532934286674	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000111642	CHD4	protein_coding	12	-	3026	684	318.37704722438554	95.77272627986807	-1.727801205410481	5.150805844487021e-220	7.696300861827058e-218	217.11371796330945	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000130770	ATP5IF1	protein_coding	1	+	3400	5102	357.72701935324216	714.3749261401855	0.9968166943467801	5.230892583619713e-220	7.732817376806333e-218	217.11166224627894	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000115310	RTN4	protein_coding	2	-	15534	16618	1634.3916231274304	2326.8291890626424	0.5094802844464683	5.8125905910983265e-220	8.50229040567393e-218	217.07046406527954	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000120992	LYPLA1	protein_coding	8	-	2291	3890	241.0448827465523	544.6723760653316	1.1744211736519963	9.255583156342223e-220	1.3397456618805368e-217	216.87297764053505	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000005249	PRKAR2B	protein_coding	7	+	2489	4110	261.8772209324176	575.4764693132423	1.1343674001657151	2.0173962988530585e-219	2.8900761823569176e-217	216.53909070909774	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000065154	OAT	protein_coding	10	-	2225	3805	234.10077001793056	532.7707945831842	1.1846605700560182	5.104458931669022e-218	7.237914419844155e-216	215.14038655623875	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000228253	MT-ATP8	protein_coding	MT	+	3250	787	341.9449449700109	110.19464266411721	-1.6292866628950422	1.3464895089384966e-217	1.8899816380009444e-215	214.7235424151673	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000196262	PPIA	protein_coding	7	+	6806	2545	716.0853216818135	356.34735143605883	-1.00583142745213	9.541935056742598e-217	1.3259472954849514e-214	213.8774737381748	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000142669	SH3BGRL3	protein_coding	1	+	1532	143	161.18758636740205	20.02266061114201	-2.977919236620509	2.8969086755260733e-215	3.9856874212980515e-213	212.39949676397183	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000168439	STIP1	protein_coding	11	+	1644	184	172.97153524021473	25.7634234437072	-2.723572062673851	2.006195766834299e-210	2.7331467035224922e-208	207.56333705662774	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000108654	DDX5	protein_coding	17	-	7669	9275	806.8848563000042	1298.6725676107842	0.6862646427508567	3.99022344706501e-210	5.383315050525764e-208	207.2689502030004	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000234741	GAS5	lncRNA	1	-	9851	4278	1036.4614316614084	598.9995950661925	-0.7905315518332181	1.720164423258718e-209	2.2984043101541487e-207	206.63857357259113	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000115241	PPM1G	protein_coding	2	-	3057	737	321.6386759302533	103.19371238050113	-1.6353534640253464	9.367416888851873e-206	1.2397107151189109e-203	202.9066796450674	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000196419	XRCC6	protein_coding	22	+	2954	700	310.8016515204345	98.01302397062523	-1.6599268560136755	3.0822646287487535e-203	4.0406744604804414e-201	200.39354613736037	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000103257	SLC7A5	protein_coding	16	-	4985	1673	524.490938669386	234.25112728979425	-1.1611604363042125	2.5334452362198675e-200	3.2901640189262876e-198	197.48278245136945	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000165732	DDX21	protein_coding	10	+	6951	8478	731.3413269189372	1187.0777388899437	0.6984191636522632	2.7320747953996528e-198	3.5152695700808865e-196	195.4540413652929	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000231500	RPS18	protein_coding	6	+	60091	37106	6322.404211751669	5195.5303820771705	-0.28317749720855	4.51518613444355e-198	5.756240965525465e-196	195.23986103408782	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000132780	NASP	protein_coding	1	+	5812	2113	611.502775435601	295.8593137856159	-1.0461907972729094	1.166262010828068e-197	1.4733069911333484e-195	194.83170675033054	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000111057	KRT18	protein_coding	12	+	4678	1535	492.1902930983726	214.92855970701387	-1.1934715252553532	1.894624696555322e-196	2.371865295795744e-194	193.62490997928492	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000136929	HEMGN	protein_coding	9	-	5913	7449	622.1293721869768	1042.9985936531245	0.7449831143018341	3.2408254228972787e-195	4.0209383996946955e-193	192.39567258018673	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000169045	HNRNPH1	protein_coding	5	-	7558	9002	795.206121256413	1260.4474882622403	0.6642005937608375	1.41435737434488e-192	1.7392840773359691e-190	189.75962947886927	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000113328	CCNG1	protein_coding	5	+	2907	4389	305.8566015470221	614.5416602958201	1.0054721960964592	2.575108153693969e-192	3.138921307344859e-190	189.503219571912	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000143158	MPC2	protein_coding	1	-	1121	2359	117.94470255734838	330.303890781007	1.481762527557323	3.388463404225222e-192	4.0944423882707556e-190	189.38780523534103	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000134419	RPS15A	protein_coding	16	-	9155	10488	963.2326065232153	1468.5151362913105	0.6081444384985051	1.1994181052935493e-191	1.4368201716516517e-189	188.84259758353346	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000111885	MAN1A1	protein_coding	6	-	2687	4141	282.7095591182828	579.8170460890843	1.0349713456267078	1.9746481498518893e-190	2.345274417977936e-188	187.62980633365643	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000116221	MRPL37	protein_coding	1	+	2038	362	214.42578395350225	50.68673525338047	-2.0699966709317823	5.153647917942232e-189	6.069075548112309e-187	186.21687745635958	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000112077	RHAG	protein_coding	6	-	2054	3429	216.1092052210469	480.1237988503912	1.1498135332470816	1.5438108349465427e-187	1.8027559128081644e-185	184.7440630713345	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000145592	RPL37	protein_coding	5	-	21736	11768	2286.927791959433	1647.738951551882	-0.4728007913092607	6.914839191749709e-186	8.007383784046163e-184	183.09650935579418	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000172531	PPP1CA	protein_coding	11	-	1113	69	117.10299192357604	9.661283791390199	-3.5327701731420746	8.57043906214666e-184	9.842547207238841e-182	181.00689249355128	True	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
ENSG00000171858	RPS21	protein_coding	20	+	12873	13751	1354.4176235689079	1925.395846600096	0.5073245425164292	6.227705698123762e-181	7.075537311246381e-179	178.1502405745388	False	Index_10_vs_9	Index 10 USP30_2	Index 9 USP30_1
