gene_id	gene_name	gene_biotype	chrom	strand	reference_count	test_count	reference_cpm	test_cpm	log2_fc	pvalue	fdr	neg_log10_fdr	significant	comparison	reference	test
ENSG00000122406	RPL5	protein_coding	1	+	3949	22877	1791.4903076246082	2734.737731993072	0.6101033953949719	1.0033326396374808e-146	5.438062906835146e-144	143.26455577285492	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000125676	THOC2	protein_coding	X	-	1024	1258	464.54446062486676	150.3824831423388	-1.6239433274104205	1.9743168862851975e-145	9.903311572196697e-143	142.0042195572161	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000140988	RPS2	protein_coding	16	-	3727	21799	1690.7785202625764	2605.8726152780955	0.6239290881277052	1.9860644096335424e-145	9.903311572196697e-143	142.0042195572161	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000213931	HBE1	protein_coding	11	-	283	3950	128.3848460515989	472.18665215599225	1.8748014807859066	1.193191637028948e-144	5.72089497969341e-142	141.24253602464444	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198727	MT-CYB	protein_coding	MT	+	16366	49104	7424.545549400946	5869.937561384265	-0.3389318355796498	1.732343797896303e-144	7.998295475768635e-142	141.09700255605077	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000112715	VEGFA	protein_coding	6	+	1519	2416	689.1045270402076	288.8108738250323	-1.253148696946511	5.314131289141738e-142	2.3659271660871753e-139	138.6259986290459	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000124795	DEK	protein_coding	6	-	2275	4474	1032.0689921109101	534.826096644534	-0.9477482904423242	2.347513145538663e-132	1.009106857664999e-129	128.99606284244788	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000149273	RPS3	protein_coding	11	+	2388	15053	1083.3321991915839	1799.4495379504183	0.7318150473988541	2.7444049486481516e-132	1.140391736328262e-129	128.94294593839874	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000168497	CAVIN2	protein_coding	2	-	1259	1896	571.1537850846751	226.6495930348763	-1.331498940763367	2.3661796744614094e-130	9.515095426398686e-128	127.02158685183828	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000142534	RPS11	protein_coding	19	+	3387	19733	1536.5352423207264	2358.901065061822	0.6182704327045924	1.0282198801239108e-129	4.00555907050771e-127	126.39733685928228	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198034	RPS4X	protein_coding	X	-	3434	19883	1557.8571072126879	2376.83220375129	0.6093176429330275	1.6474748979248133e-127	6.223461235615371e-125	124.2059680112187	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000133742	CA1	protein_coding	8	-	236	3314	107.06298115963726	396.1586241126477	1.8827162703984965	2.2243010901344164e-122	8.15533452635754e-120	119.08855821978969	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000213934	HBG1	protein_coding	11	-	1254	9117	568.8855015855302	1089.8546095458687	0.937319747512366	4.058770366675334e-121	1.4456180397421347e-118	117.83994644089013	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000134419	RPS15A	protein_coding	16	-	1621	10914	735.3775104227627	1304.6696510456961	0.8266997967492565	6.133997061253458e-118	2.124066871266267e-115	114.67283181463164	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198899	MT-ATP6	protein_coding	MT	+	21279	67373	9653.360915660682	8053.830712836878	-0.26134133093100875	9.140568364395353e-115	3.079630411636553e-112	111.51150140032355	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000234741	GAS5	lncRNA	1	-	1245	8793	564.8025912870694	1051.1233499766176	0.8955228653748755	1.1838376287169784e-108	3.8836104946278555e-106	105.41076433399483	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000169813	HNRNPF	protein_coding	10	-	4719	12153	2140.805966492916	1452.7808566207025	-0.559177413215533	9.39412836316396e-107	3.002748825005178e-104	103.52248099430001	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000071082	RPL31	protein_coding	2	+	8346	23885	3786.2188167725953	2855.2349839862977	-0.40708619616282643	1.6385793824992228e-104	5.106632645558828e-102	101.2918653827446	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000166441	RPL27A	protein_coding	11	+	2972	17002	1348.2677118917031	2032.434799988907	0.5919220408292651	6.441782565605734e-104	1.9586161332400263e-101	100.70805067250518	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198840	MT-ND3	protein_coding	MT	+	10622	31520	4818.7414655833345	3767.929943280222	-0.3548425157643564	1.1579710380081134e-102	3.4369683237640814e-100	99.4638244704458	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000100316	RPL3	protein_coding	22	-	3758	20498	1704.8418779572746	2450.349872378109	0.5232211220008508	9.147892665343336e-101	2.652037906190001e-98	97.57642027275162	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000213639	PPP1CB	protein_coding	2	+	2295	5034	1041.1421261074893	601.7690144185482	-0.7903797582318092	1.8084296366485264e-97	5.123609966013757e-95	94.29042393826677	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000248527	MTATP6P1	unprocessed_pseudogene	1	+	1951	11959	885.0842213663233	1429.5899172489903	0.69140443698371	6.778131769533097e-96	1.8776931253111023e-93	92.72637538378132	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000072274	TFRC	protein_coding	3	-	2572	5912	1166.8050319601145	706.7259462142346	-0.7229384958491601	3.784266218226594e-93	1.025536145139407e-90	89.98904902826689	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000186298	PPP1CC	protein_coding	12	-	2344	5261	1063.371304399109	628.9048043019432	-0.7572635438016554	2.30811738481688e-92	6.121913046622815e-90	89.21311284325226	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000145741	BTF3	protein_coding	5	+	3476	18921	1576.9106886055047	2261.8338342895013	0.5202535082751956	3.227705939353925e-92	8.38262129999709e-90	89.0766201534329	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000065154	OAT	protein_coding	10	-	1768	3627	802.0650452976215	433.57493351133775	-0.8866742089269273	3.945926479355742e-92	1.0038759079928302e-89	88.9983199682714	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000112306	RPS12	protein_coding	6	+	8057	38955	3655.112030522023	4656.7167176548555	0.3493550521555371	4.515121519286759e-92	1.1257100971885746e-89	88.94857343843827	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000168028	RPSA	protein_coding	3	+	2924	16353	1326.4921902999124	1954.852739925808	0.5592690088927806	1.0580731006845345e-90	2.586262602575178e-88	87.58732738005148	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000127914	AKAP9	protein_coding	7	+	1143	1992	518.5296079045144	238.12552179613587	-1.1210684867456604	1.6480936300415316e-89	3.9509875369418716e-87	86.40329434026184	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000005022	SLC25A5	protein_coding	X	+	2799	15732	1269.785102821291	1880.6178257514105	0.5664378845284469	3.1289151887689768e-89	7.359444668527182e-87	86.13315495556651	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000065978	YBX1	protein_coding	1	+	2242	13060	1017.098321016554	1561.204475229686	0.6179532795874542	2.1758038340110795e-86	5.02288344347817e-84	83.29904689957121	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000144713	RPL32	protein_coding	3	-	3556	19045	1613.2032245918224	2276.6569089394616	0.4968584270775802	1.3374755982210213e-85	3.0314492377133185e-83	82.51834969972509	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000134884	ARGLU1	protein_coding	13	-	855	1334	387.87647835377055	159.4675934116693	-1.2796761576063096	1.0236263390600179e-83	2.2786653469146755e-81	80.64231945220453	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000130513	GDF15	protein_coding	19	+	717	5476	325.2718537773725	654.6061030901807	1.0078666266427934	2.7483505406752176e-82	6.010690849132853e-80	79.22107560874215	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000096384	HSP90AB1	protein_coding	6	+	4804	24323	2179.3667859783786	2907.5939089595445	0.41583388487182094	2.192760327478294e-79	4.712922455576623e-77	76.32670970587843	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000175390	EIF3F	protein_coding	11	+	555	4536	251.77946840507914	542.2376339695143	1.1052321517378378	5.606503295539554e-79	1.1845876285117979e-76	75.92643280731647	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000111885	MAN1A1	protein_coding	6	-	1558	3249	706.7971383335374	388.38846401387826	-0.8629599849827464	8.521328680935755e-78	1.7704480556090853e-75	74.7519168107829	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000197471	SPN	protein_coding	16	+	1343	2684	609.2609478703087	320.84784161688185	-0.9241079736067741	1.0992040762523443e-75	2.246340658124873e-73	72.64852438221291	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000113810	SMC4	protein_coding	3	+	999	1771	453.2030431291425	211.7069774603196	-1.0962762428402395	1.1759217156548427e-75	2.364361307637624e-73	72.6262861564188	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000177600	RPLP2	protein_coding	11	+	6095	29736	2765.037585457581	3554.668933800149	0.3623581658127726	1.9456508978741303e-75	3.8499181099839536e-73	72.41454850809158	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000104327	CALB1	protein_coding	8	-	424	442	192.35044072748389	52.83708867163256	-1.854271458294932	4.900338134577572e-75	9.544939872756876e-73	72.02022680304948	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000105887	MTPN	protein_coding	7	-	2664	6546	1208.54144834438	782.5148924083862	-0.6267520519247656	7.392954783826039e-75	1.4178549897719292e-72	71.84836818407696	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000177954	RPS27	protein_coding	1	+	2654	14574	1204.00488134609	1742.1894350687169	0.5328752492645301	1.6351660184483637e-74	3.0884817554511065e-72	71.51025495982097	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000004939	SLC4A1	protein_coding	17	-	69	1446	31.30231228819903	172.8561769664721	2.446535672895682	1.2644399607987868e-73	2.3526132166145785e-71	70.62844946751055	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000163682	RPL9	protein_coding	4	-	5753	16433	2609.8869941160724	1964.4160138935245	-0.40979605562947025	1.929518382937796e-73	3.5372612002503772e-71	70.45133286960593	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000145592	RPL37	protein_coding	5	-	3369	17703	1528.3694217238046	2116.2329881310206	0.4693741006842294	3.820879222299274e-72	6.903055128287354e-70	69.16095865829134	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000142676	RPL11	protein_coding	1	+	6559	31538	2975.5342941782237	3770.0816799229583	0.34139595091177954	9.481985487904464e-72	1.6886061584602437e-69	68.77247163115872	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000167526	RPL13	protein_coding	16	+	1616	9648	733.1092269236178	1153.3308405065857	0.653348040959912	1.1670684169662144e-70	2.0491091388592714e-68	67.68843490975787	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000145425	RPS3A	protein_coding	4	+	1871	10808	848.7916853800056	1291.9983130384721	0.6058303664742459	2.0052247420288683e-69	3.471823838073871e-67	66.45944231923673	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000044574	HSPA5	protein_coding	9	-	538	4254	244.06730450798665	508.52709323331425	1.057510899492866	2.828562620784814e-69	4.8302550179045885e-67	66.31602993965323	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000125743	SNRPD2	protein_coding	19	-	1206	7612	547.1099799937396	909.9455180282059	0.733423948038218	5.1256145415956455e-68	8.634582550747476e-66	65.06375865407675	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000105281	SLC1A5	protein_coding	19	-	572	4407	259.49163230217164	526.8168546965717	1.0202049189039535	7.062779283194266e-68	1.1739280872573296e-65	64.93035850637962	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000175265	GOLGA8A	protein_coding	15	-	615	900	278.99887039481746	107.58683213680838	-1.3706516773871749	8.820469265565299e-68	1.4467890771649607e-65	64.83959477869456	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000196230	TUBB	protein_coding	6	+	3186	16678	1445.350245655103	1993.7035404196556	0.46389453490969623	1.1725831188832406e-66	1.898366384415387e-64	63.72161996505208	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000205542	TMSB4X	protein_coding	X	+	3737	19063	1695.3150872608662	2278.8086455821976	0.4266174298443943	1.895498262505826e-65	3.0293950436407215e-63	62.51864408946462	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198755	RPL10A	protein_coding	6	+	2030	11410	920.923100652812	1363.9619496455373	0.5663964903808436	3.601370039951872e-65	5.682870749118992e-63	62.24543222141132	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000275896	PRSS2	protein_coding	7	+	423	3538	191.89678402765492	422.93579122225333	1.1380585351496577	8.247931107940201e-65	1.285233864894782e-62	61.891017839654005	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000165629	ATP5F1C	protein_coding	10	+	504	3978	228.6429767138016	475.53379804469296	1.0548159399946229	1.0649396247477166e-64	1.6389552298895105e-62	61.78543290956403	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000069275	NUCKS1	protein_coding	1	-	1739	3980	788.9090010025814	475.7728798938859	-0.7289845686609051	1.5841267504982624e-64	2.4082590331355295e-62	61.61829680204416	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000117335	CD46	protein_coding	1	+	550	779	249.51118490593427	93.12238026063747	-1.4170672892885563	3.668806710403969e-64	5.510282464083841e-62	61.25882613809037	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000092054	MYH7	protein_coding	14	-	228	146	103.43372756100548	17.452974991082247	-2.5333690613094806	2.0055704695780757e-63	2.9763620802095587e-61	60.52631423714774	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000196565	HBG2	protein_coding	11	-	7050	33160	3198.2797337942484	3963.977059618406	0.3096089249034724	4.087452104803109e-63	5.994609169232419e-61	60.22223912635641	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000107581	EIF3A	protein_coding	10	-	1179	2404	534.8612490983572	287.3763827298748	-0.8950632809735855	4.292275050805271e-63	6.2218024166672685e-61	60.20608378472741	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000115524	SF3B1	protein_coding	2	-	1236	2580	560.7196809886087	308.41558545885067	-0.8613529427421716	7.410127696174813e-62	1.0617776075921288e-59	58.97396643797181	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000197903	H2BC12	protein_coding	6	-	625	4549	283.53543739310714	543.7916659892682	0.9383090088292446	1.7735159189185906e-61	2.5123465278680855e-59	58.59992045858072	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000136997	MYC	protein_coding	8	+	2718	7022	1233.0389101351445	839.4163725162982	-0.5544856278630542	2.6102145396506017e-61	3.6560600507061123e-59	58.436986679602285	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000149516	MS4A3	protein_coding	11	+	146	1829	66.23387817502983	218.6403510869139	1.7153639050903988	1.0376832098004093e-60	1.4373065437079892e-58	57.84245059718028	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000108518	PFN1	protein_coding	17	-	1780	10087	807.5089256955691	1205.809306404429	0.5781567371290091	6.112013132891673e-60	8.37278634226677e-58	57.077129991027284	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000122862	SRGN	protein_coding	10	+	2464	6269	1117.8101083785855	749.4020562951686	-0.5765462197110719	7.951062314924854e-60	1.0773689436723177e-57	56.967635547618855	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000123739	PLA2G12A	protein_coding	4	-	723	1236	327.9937939763463	147.75258280121685	-1.1478088758029046	1.4864532338968828e-59	1.9924866681460796e-57	56.70060457581389	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000108654	DDX5	protein_coding	17	-	2828	7417	1282.9411471163312	886.6350377318975	-0.5327915116731108	2.687753611096441e-59	3.564418778290238e-57	56.448011277021195	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000105372	RPS19	protein_coding	19	+	1553	8997	704.5288548343926	1075.5096985942944	0.6099368724045455	1.0179149656055278e-58	1.3357187327619484e-56	55.87428498322994	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000143933	CALM2	protein_coding	2	-	1366	8110	619.695051966375	969.47689847724	0.6452283717593255	2.0697901360150188e-58	2.6877087328711692e-56	55.57061779758277	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000204628	RACK1	protein_coding	5	-	2620	13833	1188.580553551905	1653.6096099427446	0.47620838527785303	3.3681100549128114e-58	4.328542262324032e-56	55.36365833783145	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000108848	LUC7L3	protein_coding	17	+	1354	2972	614.2511715684274	355.27562790066054	-0.7890348958314622	3.9259697365434605e-58	4.993993748545997e-56	55.301552005631784	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000085832	EPS15	protein_coding	1	-	868	1630	393.7740154515472	194.8517070922196	-1.0131247704058046	8.453873439708776e-58	1.0645049121152486e-55	54.972852330186555	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000174444	RPL4	protein_coding	15	-	3256	16625	1477.106214643131	1987.3678714160433	0.42796002851508463	1.2322424768644375e-57	1.5361134716592078e-55	54.81357670208103	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000117616	RSRP1	protein_coding	1	-	1108	2286	502.6516234105003	273.2705536274933	-0.8780259371755551	1.6490031824396657e-57	2.0352944229992942e-55	54.69137275742893	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000221983	UBA52	protein_coding	19	+	1176	7168	533.5002789988704	856.8693475073804	0.6830763434632147	4.790257779197126e-57	5.8544464191638595e-55	54.232514164377896	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000101745	ANKRD12	protein_coding	18	+	656	1095	297.5987950878053	130.89731243311687	-1.1818547765345202	7.770078097545217e-57	9.404057627572687e-55	54.026684718205104	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000225733	FGD5-AS1	lncRNA	3	-	957	1883	434.14946173632563	225.0955610151224	-0.9461136775186222	1.0805594370591293e-56	1.2952167252287602e-54	53.88765755614191	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000137154	RPS6	protein_coding	9	-	4710	22855	2136.7230561944552	2732.1078316519506	0.35454094128457136	3.7555742378878003e-56	4.4587608047151736e-54	53.350785825245964	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000265972	TXNIP	protein_coding	1	-	1089	6721	494.03214611374983	803.4345542127656	0.7010137572551475	6.19316833282155e-56	7.283399663863533e-54	53.137665858239025	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000147604	RPL7	protein_coding	8	-	1956	10758	887.3525048654681	1286.0212668086494	0.5350833728598903	8.144961093247846e-56	9.489260279292304e-54	53.0227676410124	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000198695	MT-ND6	protein_coding	MT	-	1773	4251	804.3333287967664	508.1684704595249	-0.6619643772460005	1.6097032583952933e-55	1.8580148906625674e-53	52.73095080976828	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000147403	RPL10	protein_coding	X	+	643	4502	291.70125799002864	538.1732425332348	0.8824480148268228	3.3531031238059525e-55	3.8348425267307344e-53	52.416252465137696	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000106631	MYL7	protein_coding	7	-	287	287	130.1994728509148	34.30824535918223	-1.9087523258099584	8.573595167293518e-54	9.716221577771e-52	51.01250258969791	True	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
ENSG00000260032	NORAD	lncRNA	20	-	2203	5604	999.405709723224	669.9073414385268	-0.5767541086955942	1.1607989866854632e-53	1.3036504655874761e-51	50.884838835916355	False	Index_6_vs_5	Index 6 ARRB1_2	Index 5 ARRB1_1
