gene_id	gene_name	gene_biotype	chrom	strand	reference_count	test_count	reference_cpm	test_cpm	log2_fc	pvalue	fdr	neg_log10_fdr	significant	comparison	reference	test
ENSG00000145425	RPS3A	protein_coding	4	+	6210	7097	601.7715923108901	739.2813834947436	0.29668478357739275	1.835121420417092e-32	1.053579909889861e-29	28.97733251927934	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000184009	ACTG1	protein_coding	17	-	20220	16659	1959.391561437391	1735.3372647088818	-0.17514213287223204	2.768218521823991e-31	1.52816309398999e-28	27.815830292985446	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000074800	ENO1	protein_coding	1	-	26608	22383	2578.4120013217657	2331.5957738146885	-0.14513550781807408	1.0106040338904284e-28	5.372296184603452e-26	25.26984005188698	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000168028	RPSA	protein_coding	3	+	19468	20238	1886.520025621322	2108.1550851298607	0.16021339799410828	1.6280168825818785e-28	8.345330827034894e-26	25.078556442267196	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000137154	RPS6	protein_coding	9	-	25571	26200	2477.9229286605105	2729.205614705126	0.1393229758636899	3.7314269615891505e-28	1.8467990061961752e-25	24.733580367824402	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000112306	RPS12	protein_coding	6	+	27126	27686	2628.6080858333667	2883.9994904093946	0.1337475544007794	1.700151947068969e-27	8.134093632093637e-25	24.089690832709948	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000135046	ANXA1	protein_coding	9	+	5828	6554	564.7544025745359	682.7180762892136	0.27344582198438155	5.0730199467257343e-26	2.348808235334015e-23	22.62915243904866	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000271736	LINC02772	lncRNA	1	+	267	69	25.873271360226674	7.187602573078387	-1.7784708752979659	9.254278719727403e-26	4.1508332020077316e-23	22.38186471805561	True	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000131174	COX7B	protein_coding	X	+	1804	2325	174.8141630481233	242.19095626677174	0.46917779698410317	1.8805609675378067e-25	8.17930047486974e-23	22.087283837269354	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000137309	HMGA1	protein_coding	6	+	16112	13272	1561.3114163145028	1382.5197297086427	-0.17539852557596033	2.592641187902838e-25	1.0944758520579243e-22	21.960793816036375	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000172270	BSG	protein_coding	19	+	4785	3561	463.6839080849612	370.94279366278454	-0.32155647275152344	4.403892772234697e-24	1.7772414979361403e-21	20.75025355469615	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000166441	RPL27A	protein_coding	11	+	16886	17519	1636.314832167744	1824.9218764892792	0.15733880295260255	4.457653029032331e-24	1.7772414979361403e-21	20.75025355469615	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000115310	RTN4	protein_coding	2	-	14757	15399	1430.0069867523036	1604.0853916352764	0.16567402397897218	1.8836196255567814e-23	7.306916888004455e-21	20.136265832477736	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000100316	RPL3	protein_coding	22	-	38771	33497	3757.050950963852	3489.3206288464744	-0.10663978052958258	2.92316317238897e-23	1.1041095003499707e-20	19.956987853201458	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000142676	RPL11	protein_coding	1	+	25548	25912	2475.694144985285	2699.205186574017	0.12467743767700304	9.644437394371649e-23	3.549400254395289e-20	19.449845023905763	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000198886	MT-ND4	protein_coding	MT	+	110677	107271	10725.00394882325	11174.2219654593	0.05919350081342445	6.103092113825188e-22	2.1899420277433227e-19	18.659567381673316	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000087086	FTL	protein_coding	19	+	21549	18204	2088.176496410205	1896.2770614538979	-0.13903893772260836	8.617756354069436e-22	3.016845291462405e-19	18.520446960553194	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000212907	MT-ND4L	protein_coding	MT	+	2010	2490	194.7763124870997	259.37870155022006	0.41232144481515737	9.83012934944496e-22	3.3593296798234167e-19	18.473747373025788	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000130303	BST2	protein_coding	19	-	1811	1181	175.4924885144963	123.02258896819673	-0.5107389587573006	1.0251798471688584e-21	3.4219549642824705e-19	18.465725710426806	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000163682	RPL9	protein_coding	4	-	10300	10924	998.1074719488195	1137.9329059175116	0.1890596614678784	1.309857889943876e-21	4.2728159759919215e-19	18.369285811215626	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000122026	RPL21	protein_coding	13	+	3905	4466	378.40870659807183	465.21497233866774	0.29759697371452637	3.811047710378799e-21	1.2155548397125979e-18	17.91522544319883	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000092841	MYL6	protein_coding	12	+	4437	5007	429.9614420424186	521.5699432377316	0.2783590857196596	6.6442545734476e-21	2.0731518672324654e-18	17.68336888281437	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000114942	EEF1B2	protein_coding	2	+	4372	4909	423.6627055689552	511.36146422089564	0.27113561856975993	1.3594661552300786e-19	4.1515782395781523e-17	16.381786773061247	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000171863	RPS7	protein_coding	2	+	11719	12253	1135.6137343464286	1276.3723815641952	0.1685070727455959	1.435881383153573e-19	4.293584477584007e-17	16.36717998780482	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000138326	RPS24	protein_coding	10	+	16861	17288	1633.892241216412	1800.8590330924515	0.1403314963940326	2.4087601253913983e-19	7.055700832600558e-17	16.15145984192176	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197756	RPL37A	protein_coding	2	+	8441	8979	817.9636088077655	935.3258478792875	0.19332180520557773	8.97567013176355e-19	2.5765558680240447e-16	15.588960436198636	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000125743	SNRPD2	protein_coding	19	-	8217	8726	796.2571938838299	908.9713051113334	0.19088797978185987	6.89112330876925e-18	1.9393782911914717e-15	14.712337470058504	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000172531	PPP1CA	protein_coding	11	-	3197	2363	309.8009308563471	246.1493460896265	-0.3312065622406462	1.8154577917868e-17	5.01101263182999e-15	14.300074502480603	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000198786	MT-ND5	protein_coding	MT	+	7387	7884	715.8271742996047	821.2617200891304	0.19810145479860752	2.1646779356256263e-17	5.862192907553701e-15	14.231939894306382	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000196642	RABL6	protein_coding	9	+	1818	1241	176.1708139808693	129.27267816217793	-0.44507705047583296	2.5518143797920534e-17	6.782628109843582e-15	14.16860199456265	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000213934	HBG1	protein_coding	11	-	6915	7404	670.088657138455	771.2610065372808	0.2027260726442888	4.0823829051309e-17	1.0653534879517056e-14	13.97250626791055	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000196230	TUBB	protein_coding	6	+	38028	33283	3685.0515478902626	3467.028644054608	-0.08797273658384129	3.8614225053301605e-16	9.896963789107821e-14	13.004498018723519	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000122862	SRGN	protein_coding	10	+	3594	4029	348.2716751635007	419.693489375838	0.2687709294607237	4.1843741143258844e-16	1.0536547660161301e-13	12.977301664051907	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000186468	RPS23	protein_coding	5	-	6336	6788	613.9814507056038	707.0934241457404	0.2035511799869415	6.19075762173078e-16	1.5319990369776185e-13	12.814741507703047	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000136929	HEMGN	protein_coding	9	-	7015	5653	679.7790209437833	588.8625702262626	-0.2069711592853424	8.170057132962482e-16	1.9875394920239068e-13	12.701684233238705	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000172354	GNB2	protein_coding	7	+	3805	2905	368.7183427927435	302.6084851419234	-0.28463998882730746	8.592487155456161e-16	2.0554661357043712e-13	12.687089673930032	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000204628	RACK1	protein_coding	5	-	19167	19344	1857.3520305672835	2015.0287561395405	0.11752276446650815	1.253770944024286e-15	2.9500613704230453e-13	12.530168949256126	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000198804	MT-CO1	protein_coding	MT	+	14358	14666	1391.3424351690437	1527.7301353154728	0.13486591558474686	1.6393509482737664e-15	3.7950974452537693e-13	12.420777068413381	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000163216	SPRR2D	protein_coding	1	-	2829	3228	274.14039205273883	336.25479863618887	0.29415468185036164	2.013334703552594e-15	4.586887777792124e-13	12.338481885131115	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000126267	COX6B1	protein_coding	19	+	2447	2832	237.12320231638458	295.0042099559129	0.31450297163552954	2.242305360323967e-15	5.028720130739046e-13	12.29854253400681	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000075624	ACTB	protein_coding	7	-	51204	45289	4961.853882880325	4717.6714917702475	-0.07279676526169919	4.3628754423128404e-15	9.63390018823326e-13	12.016197857494708	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000115053	NCL	protein_coding	2	-	8214	6721	795.9664829696702	700.1141578791281	-0.18499350915921298	5.42028942980637e-15	1.178748699788043e-12	11.928578773300375	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000146830	GIGYF1	protein_coding	7	-	792	471	76.74768133820048	49.06320017275247	-0.6402222880965395	6.200752637663208e-15	1.3283492926623884e-12	11.876687711165518	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000172809	RPL38	protein_coding	17	+	6740	7152	653.1305204791303	745.0106319225597	0.1897535773676737	8.727774297906268e-15	1.8422021249683627e-12	11.734662721075887	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000169136	ATF5	protein_coding	19	+	3345	2541	324.1426692882331	264.6912773651041	-0.2918193091285459	1.089577283643374e-14	2.2664786597294703e-12	11.644648365731861	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000105372	RPS19	protein_coding	19	+	13433	13715	1301.7065699697564	1428.6662215908705	0.13421539886065262	1.709064555110027e-14	3.50431479421346e-12	11.45539688787806	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000109475	RPL34	protein_coding	4	+	12459	12761	1207.3224265058582	1329.2898034065693	0.1387898546059163	2.1206875543225138e-14	4.287074431998738e-12	11.367838976222115	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000148834	GSTO1	protein_coding	10	+	3177	3559	307.86285809528147	370.7344573563185	0.26770162022304	2.646060291434324e-14	5.274847689299563e-12	11.277790076059034	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000145592	RPL37	protein_coding	5	-	20471	20528	1983.7143745887652	2138.363849567437	0.10827674699493746	2.8613366222930455e-14	5.6258581561331615e-12	11.249811221830475	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000142534	RPS11	protein_coding	19	+	21202	21230	2054.550934005715	2211.4898931370167	0.10617064248704475	3.273748747461004e-14	6.349745374636187e-12	11.19724368960686	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000100836	PABPN1	protein_coding	14	+	712	419	68.9953902939378	43.64645620463542	-0.6546196532687893	5.1017944402674526e-14	9.7634740801545e-12	11.010395622355865	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000203875	SNHG5	lncRNA	6	-	1834	2166	177.72127218972182	225.62821990272153	0.34347150115127834	5.280383869214882e-14	9.97228285195279e-12	11.001205411746668	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000176340	COX8A	protein_coding	11	+	3368	3745	326.37145296345864	390.1097338576603	0.2570045150482784	5.6319403886394166e-14	1.0498083168589811e-11	10.978889990958567	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000008988	RPS20	protein_coding	8	-	13288	13548	1287.6555424520302	1411.2701400009562	0.1321984058470828	6.030692683126835e-14	1.1042488747670526e-11	10.956933034616737	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000171858	RPS21	protein_coding	20	+	10233	10564	991.6149281992494	1100.4323707536244	0.15014668868210548	6.077869512059998e-14	1.1042488747670526e-11	10.956933034616737	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000241468	ATP5MF	protein_coding	7	-	2195	2537	212.70348552695714	264.274604752172	0.31253373201544227	8.948456535835365e-14	1.6054649582355625e-11	10.794399169145136	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000134419	RPS15A	protein_coding	16	-	6945	7320	672.9957662800534	762.5108816657071	0.18003475550931614	9.110619292112925e-14	1.6143792432061334e-11	10.791994434989096	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000189043	NDUFA4	protein_coding	7	-	2702	3058	261.83363001997185	318.54621258657545	0.2823626411861674	1.0880173726796459e-13	1.9044284573257265e-11	10.720235337611728	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000130522	JUND	protein_coding	19	-	1015	653	98.35719262408269	68.02180406116213	-0.5287828013779324	1.1813100084611597e-13	2.0428123555955453e-11	10.68977152405385	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000116489	CAPZA1	protein_coding	1	+	5737	6112	555.936171511687	636.6757525602188	0.19547516048926875	1.6138609930530127e-13	2.7575889087249872e-11	10.559470476368757	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000070756	PABPC1	protein_coding	8	-	13510	13735	1309.1681500998593	1430.749584655531	0.12807397335745052	2.3103217215445226e-13	3.901182078744533e-11	10.40880377951424	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000114391	RPL24	protein_coding	3	-	17062	17176	1653.369872465122	1789.1921999303531	0.1138657602227235	2.714522371462548e-13	4.530411581116505e-11	10.343862341190691	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000147065	MSN	protein_coding	X	+	4675	3706	453.02450789910006	386.04717588157246	-0.23053601669261367	3.2183487758630553e-13	5.3095356298807394e-11	10.274943460500308	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000183291	SELENOF	protein_coding	1	-	1901	2217	184.2138159392918	230.94079571760557	0.3253514096886907	4.387098825332422e-13	7.155457890908665e-11	10.145362569712434	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000266472	MRPS21	protein_coding	1	+	1443	1736	139.83194971088798	180.8359140125229	0.36982117440467804	4.725925852644074e-13	7.621484692471953e-11	10.117960418300852	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000177600	RPLP2	protein_coding	11	+	33985	33421	3293.2701392408376	3481.4038492007644	0.080136486424735	5.19757351737605e-13	8.288974743877606e-11	10.081499183636996	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000158710	TAGLN2	protein_coding	1	-	9155	7628	887.15280637781	794.5946728614773	-0.15886884184648833	1.0907909247778416e-12	1.7204529827842155e-10	9.764357191451293	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000147454	SLC25A37	protein_coding	8	+	13019	11052	1261.5884638156972	1151.2664295313382	-0.1319648593611766	1.4337282019072805e-12	2.2367718349973042e-10	9.65037831445295	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000164587	RPS14	protein_coding	5	-	28061	27711	2719.2129874131865	2886.6036942402197	0.08616851362686491	1.6527509723319257e-12	2.550745667298939e-10	9.59333284236832	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000058262	SEC61A1	protein_coding	3	+	2466	1848	238.96437143939693	192.50274717462113	-0.3111896386627825	1.8425281939769607e-12	2.8133837412926934e-10	9.550771026683176	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000158578	ALAS2	protein_coding	X	-	2062	1514	199.81530166587044	157.71058399479242	-0.340426513146055	2.227496945440945e-12	3.3653961745172513e-10	9.47296380327386	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000245532	NEAT1	lncRNA	11	+	6777	5556	656.7159550871019	578.7582593626597	-0.18216079477729735	2.796987797003518e-12	4.1817881094157806e-10	9.378637976597938	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000100097	LGALS1	protein_coding	22	+	2699	3020	261.542919105812	314.5878227637207	0.26595087426733754	2.9821260895756503e-12	4.404781041961205e-10	9.356075675136486	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000054118	THRAP3	protein_coding	1	+	2479	1863	240.22411873408961	194.06526947311644	-0.3071264887818891	3.0075144019521916e-12	4.404781041961205e-10	9.356075675136486	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000083845	RPS5	protein_coding	19	+	5826	6156	564.5605952984293	641.2591513024717	0.18362637752251973	3.1665567972109965e-12	4.590867647512064e-10	9.338105227552806	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000270647	TAF15	protein_coding	17	+	1770	1277	171.5194393543117	133.02273167856666	-0.36548623285658804	3.5961912337580415e-12	5.160717033371835e-10	9.287289953023484	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000102287	GABRE	protein_coding	X	-	2014	1478	195.16392703931285	153.9605304784037	-0.34113957129093725	3.6315224717519365e-12	5.160717033371835e-10	9.287289953023484	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000137210	TMEM14B	protein_coding	6	+	1567	1850	151.84800082949513	192.71108348108717	0.3428072876698235	3.879268313111265e-12	5.458739029224116e-10	9.262907667899038	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000108654	DDX5	protein_coding	17	-	8353	6944	809.4360886590765	723.3436560500916	-0.16212994935442493	4.208937943602709e-12	5.865134592672784e-10	9.231722017276601	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197746	PSAP	protein_coding	10	-	11905	10089	1153.6378110243393	1050.95249796794	-0.1344318266330159	5.423110110337366e-12	7.48441340516079e-10	9.125842232045684	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000173915	ATP5MK	protein_coding	10	-	1176	1433	113.95867835066133	149.27296358291778	0.3879503643947556	6.5476241799526214e-12	8.950290462367616e-10	9.048162870364923	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000177410	ZFAS1	lncRNA	20	+	1759	2044	170.45349933572555	212.91970520829307	0.32008943312800026	7.986085723207533e-12	1.0768466957537062e-09	8.967846120218484	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000248527	MTATP6P1	unprocessed_pseudogene	1	+	13208	13362	1279.9032514077676	1391.8948634996145	0.12097015160170321	8.027770950020663e-12	1.0768466957537062e-09	8.967846120218484	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197903	H2BC12	protein_coding	6	-	4148	4465	401.9562906450197	465.11080418543474	0.2102924296753831	1.3351777598297512e-11	1.7744265172996683e-09	8.750941980983649	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000175634	RPS6KB2	protein_coding	11	+	149	49	14.438642069939231	5.104239508417985	-1.4144584937183553	1.6289941240061605e-11	2.145041528611048e-09	8.668564295333788	True	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000105223	PLD3	protein_coding	19	+	695	430	67.34802844703198	44.79230589019864	-0.5830409031513837	2.016359798777369e-11	2.6309829265319613e-09	8.579881970210389	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
