gene_id	gene_name	gene_biotype	chrom	strand	reference_count	test_count	reference_cpm	test_cpm	log2_fc	pvalue	fdr	neg_log10_fdr	significant	comparison	reference	test
ENSG00000144591	GMPPA	protein_coding	2	+	493	363	47.77349356026873	37.8130396235863	-0.3333957499065358	0.0007036507714376853	0.015419083240374193	1.8119414470037734	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000149091	DGKZ	protein_coding	11	+	624	472	60.46787014524887	49.167368325985485	-0.29575084149634917	0.0007047812231947368	0.01542031234224704	1.8119068294536385	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000164109	MAD2L1	protein_coding	4	-	1607	1683	155.72414635162647	175.3150018911728	0.17044072072553546	0.0007102449098855246	0.015516202726920754	1.8092145547610858	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000175575	PAAF1	protein_coding	11	+	379	269	36.726478822194416	28.021233219682404	-0.384292797699266	0.0007118396516953957	0.015527408086297895	1.8089010328588908	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000118705	RPN2	protein_coding	20	+	2774	2825	268.81069195980825	294.27503288328177	0.1303428272331375	0.0007139463507458182	0.01554972985167637	1.8082771516497087	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000227681	ENSG00000227681	lncRNA	6	+	93	136	9.01203833895536	14.166868839690732	0.6247344746625046	0.0007242927764795507	0.015751173061834833	1.8026870967752928	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000181222	POLR2A	protein_coding	17	+	2013	1674	195.06702340125955	174.37748851207562	-0.1613185357851456	0.0007263744447669471	0.01577254524317699	1.8020982181566323	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000101220	ADISSP	protein_coding	20	-	627	475	60.75858105940871	49.47987278568454	-0.29356472066654515	0.0007300326266793448	0.015828033671795524	1.8005730345078903	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000102241	HTATSF1	protein_coding	X	+	827	644	80.1393086700654	67.08429068206493	-0.25479532560564794	0.0007578861913030896	0.01640715008110595	1.784966849266091	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000261008	LINC01572	lncRNA	16	-	227	148	21.99712583809534	15.416886678486973	-0.49918252476621916	0.0007635877849824656	0.01650205599233671	1.7824619436345337	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000139163	ETNK1	protein_coding	12	+	942	743	91.28322704619299	77.39693785213393	-0.2366639152778677	0.0007645695837040278	0.01650205599233671	1.7824619436345337	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000130811	EIF3G	protein_coding	19	-	1477	1206	143.12667340469963	125.62679279902223	-0.18744892559322238	0.0007730003672135714	0.01665897037630089	1.7783518440882498	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000138430	OLA1	protein_coding	2	-	1719	1792	166.57735381359421	186.669330593572	0.16382785625344445	0.0007745759787849225	0.01666789958545726	1.7781191245822408	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000161835	TAMALIN	protein_coding	12	+	90	46	8.72132742479551	4.791735048718925	-0.8012336145660828	0.0007805696423611625	0.016771730653906834	1.7754221207772498	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000168710	AHCYL1	protein_coding	1	+	4494	4488	435.4849494114557	467.5066717097942	0.10225076367506523	0.0007834513109553449	0.016808485300660786	1.7744714213138841	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000119403	PHF19	protein_coding	9	-	3101	3141	300.4981816032319	327.19216930491615	0.12258642656362771	0.0007872237950622158	0.016864213627653706	1.7730339050014923	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000285730	ENSG00000285730	lncRNA	6	-	99	52	9.59346016727506	5.4167439681170455	-0.7705454609212461	0.0007893161832257629	0.01688383782092306	1.7725288281485505	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000125944	HNRNPR	protein_coding	1	-	3520	3013	341.1008059475577	313.8586456910895	-0.11989993717277186	0.0007913624084061337	0.016902417630733985	1.772051171800948	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000140961	OSGIN1	protein_coding	16	+	117	65	11.33772565223416	6.770929960146306	-0.7031801234099376	0.0008036083173071615	0.017131002870803002	1.7662172121362416	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000184470	TXNRD2	protein_coding	22	-	950	750	92.05845615061926	78.12611492476508	-0.23535623122178564	0.0008054837186895473	0.017131002870803002	1.7662172121362416	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000289528	ENSG00000289528	lncRNA	10	+	168	103	16.27981119295162	10.729319783001069	-0.5794559436010451	0.0008056452962998695	0.017131002870803002	1.7662172121362416	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000110047	EHD1	protein_coding	11	-	648	493	62.79355745852767	51.35489954387891	-0.28757834824291384	0.0008079100572788905	0.0171310555434079	1.766215876815323	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000101052	IFT52	protein_coding	20	+	186	240	18.02407667791072	25.000356775924825	0.46111579798850627	0.000808034877927064	0.0171310555434079	1.766215876815323	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000132589	FLOT2	protein_coding	17	-	727	560	70.44894486473706	58.33416581049126	-0.27012703774216257	0.0008102339085515475	0.01715234113486779	1.7656765944221782	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000170345	FOS	protein_coding	14	+	87	129	8.430616510635659	13.437691767059592	0.6421599770299475	0.0008115178054283195	0.017154219530651944	1.765629036351134	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000092054	MYH7	protein_coding	14	-	127	72	12.306762032766997	7.500107032777447	-0.6788145544718373	0.0008130931763840765	0.01715696699141355	1.7655594842795497	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000227500	SCAMP4	protein_coding	19	+	514	381	49.808469959387686	39.68806638178066	-0.3240341484520179	0.0008140384951684405	0.01715696699141355	1.7655594842795497	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000131043	AAR2	protein_coding	20	+	639	486	61.921424716048115	50.62572247124777	-0.28799196061531773	0.000827128756993141	0.017407300658537468	1.7592685694910517	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000105221	AKT2	protein_coding	19	-	825	644	79.94550139395884	67.08429068206493	-0.25132380112200114	0.0008294042872626635	0.01742963357991363	1.7587117428896788	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000079819	EPB41L2	protein_coding	6	-	576	433	55.81649551869126	45.1048103498977	-0.3043715538196298	0.0008320710326174753	0.0174601104256705	1.757953013946159	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000134324	LPIN1	protein_coding	2	+	852	667	82.56189962139749	69.4801582064244	-0.24724094037267774	0.0008407345219675988	0.017616149771972185	1.7540890059980865	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000187837	H1-2	protein_coding	6	-	2145	2208	207.85830362429297	230.00328233850837	0.14572069823820252	0.0008456318803158973	0.017692936411332467	1.7522000833476281	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000125912	NCLN	protein_coding	19	+	507	376	49.1301444930147	39.16722561561556	-0.32326915810964496	0.0008504227634587156	0.017749607250736887	1.7508112522271877	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197785	ATAD3A	protein_coding	1	+	744	575	72.09630671164288	59.89668810898656	-0.26542671333226264	0.0008508137524215828	0.017749607250736887	1.7508112522271877	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000132793	LPIN3	protein_coding	20	+	65	29	6.298736473463424	3.020876443757583	-0.9493320499956788	0.000864119328369807	0.018001022815808187	1.7447028176388342	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000254911	SCARNA9	lncRNA	11	+	46	79	4.457567350451038	8.229284105408587	0.8162309701419163	0.0008696200884357141	0.0180893581584316	1.742576842382673	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000078246	TULP3	protein_coding	12	+	101	145	9.787267443381626	15.104382218787913	0.601091424667395	0.0008724373705636373	0.01812169837872632	1.7418011023576658	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000072571	HMMR	protein_coding	5	+	799	875	77.42600680457346	91.14713407889259	0.233984876981312	0.0008759600010640899	0.018168574993168905	1.7406791341599155	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000102978	POLR2C	protein_coding	16	+	963	762	93.31820344531195	79.37613276356132	-0.23210338868335884	0.0008793265065170314	0.01818696187826126	1.74023984352619	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000166197	NOLC1	protein_coding	10	+	1281	1037	124.13356034625609	108.02237490264184	-0.19970007326134145	0.0008793807248319733	0.01818696187826126	1.74023984352619	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000120889	TNFRSF10B	protein_coding	8	-	357	253	34.594598785022185	26.354542767954086	-0.38608285240315726	0.0008858910573084245	0.01829524366265873	1.7376618020481884	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000287094	ENSG00000287094	lncRNA	6	+	59	95	5.7173146451437225	9.89597455713691	0.7416615105291682	0.0008965053892828821	0.018485889105698053	1.7331596565643657	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000002834	LASP1	protein_coding	17	+	1317	1068	127.62209131617428	111.25158765286547	-0.19722392439765485	0.0008978509631841604	0.018485889105698053	1.7331596565643657	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000126752	SSX1	protein_coding	X	+	1260	1336	122.09858394713713	139.16865271931485	0.18806594256945114	0.000899179711046147	0.018485889105698053	1.7331596565643657	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000229807	XIST	lncRNA	X	-	145	194	14.051027517726098	20.208621727205898	0.5091105051199598	0.0009003931921389963	0.018485889105698053	1.7331596565643657	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000106244	PDAP1	protein_coding	7	-	1908	1585	184.8921414056648	165.10652287433686	-0.1628205922857619	0.0009015622081786829	0.018485889105698053	1.7331596565643657	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000131165	CHMP1A	protein_coding	16	-	862	676	83.53093600193033	70.41767158552159	-0.2447753845573785	0.0009043124016436864	0.018515828674453394	1.7324568463642611	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000226985	LINC01203	lncRNA	X	+	574	432	55.622688242584694	45.000642196664685	-0.3026972071547737	0.0009152196099568901	0.01871246020186787	1.7278691103163624	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000106609	TMEM248	protein_coding	7	+	2548	2151	246.91046975976616	224.06569760422622	-0.1397689796687233	0.0009181730564321935	0.018737673567995643	1.7272843312337978	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000141959	PFKL	protein_coding	21	+	606	459	58.72360466028976	47.81318233395623	-0.2937554186324142	0.000919659947290591	0.018737673567995643	1.7272843312337978	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000214706	IFRD2	protein_coding	3	-	297	204	28.780380501825178	21.2503032595361	-0.4288987854567332	0.0009203692514064606	0.018737673567995643	1.7272843312337978	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000071575	TRIB2	protein_coding	2	+	841	658	81.49595960281137	68.54264482732722	-0.24806509075113703	0.0009324117748366388	0.018955957796360168	1.7222542668869802	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000132361	CLUH	protein_coding	17	-	597	452	57.85147191781021	47.08400526132509	-0.2942923364011718	0.0009412984418118481	0.019109556627051567	1.7187493891699321	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000112759	SLC29A1	protein_coding	6	+	1442	1178	139.7350460728347	122.71008450849766	-0.1867265949501657	0.000950078060301975	0.01926055141174329	1.71533128358483	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000105723	GSK3A	protein_coding	19	-	722	557	69.96442667447064	58.02166135079219	-0.26792438359489185	0.0009535878423512678	0.0192716767748099	1.7150804969498155	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197912	SPG7	protein_coding	16	+	536	401	51.94034999655992	41.77142944644106	-0.31099441517919973	0.0009542933874672286	0.0192716767748099	1.7150804969498155	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000130340	SNX9	protein_coding	6	+	1887	1568	182.85716500654584	163.3356642693755	-0.1624072014010048	0.0009549864256560717	0.0192716767748099	1.7150804969498155	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000260877	ENSG00000260877	lncRNA	11	+	155	94	15.020063898258933	9.79180640390389	-0.5926382729790454	0.0009559976216585137	0.0192716767748099	1.7150804969498155	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000101109	STK4	protein_coding	20	+	610	463	59.111219212502895	48.2298549468883	-0.2907779525733519	0.0009629641269321395	0.019384886555199154	1.7125367362402208	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197965	MPZL1	protein_coding	1	+	1564	1285	151.55728991533528	133.85607690443084	-0.1785534078688191	0.0009658107245538435	0.01941495984526795	1.7118635033407812	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000180376	CCDC66	protein_coding	3	+	209	135	20.25286035313624	14.062700686457713	-0.5110322644016158	0.0009721121739370612	0.019514302143382713	1.7096469750359309	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000011258	MBTD1	protein_coding	17	-	363	258	35.17602061334189	26.875383534119184	-0.3820755253819487	0.000977866412427179	0.019602397510568855	1.7076908081367297	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000163191	S100A11	protein_coding	1	-	3879	3889	375.88921200868646	405.10994792321515	0.10786775765152926	0.0009896321520870743	0.019810586163048503	1.7031026742034365	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000174996	KLC2	protein_coding	11	+	85	43	8.236809234529092	4.479230589019864	-0.8111836616178822	0.0010013479168133924	0.02000968441970225	1.6987597607322382	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000166986	MARS1	protein_coding	12	+	1591	1309	154.17368814277395	136.35611258202331	-0.1765679247555551	0.0010023662717038887	0.02000968441970225	1.6987597607322382	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000115649	CNPPD1	protein_coding	2	-	1068	854	103.4930854409067	88.95960286099915	-0.21717934704834108	0.0010081992787896038	0.020098172567315532	1.6968434291472216	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000227057	WDR46	protein_coding	6	-	1131	909	109.59801463826356	94.68885128881526	-0.2099239363127014	0.0010377236576911532	0.020652698427892663	1.6850231965121443	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000104886	PLEKHJ1	protein_coding	19	-	1364	1111	132.1765623046786	115.73081824188533	-0.19092089140738097	0.0010388941869252772	0.020652698427892663	1.6850231965121443	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000118640	VAMP8	protein_coding	2	+	1614	1683	156.40247181799947	175.3150018911728	0.1641900971087868	0.0010495640428760384	0.02083595118589181	1.6811866686957937	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000120992	LYPLA1	protein_coding	8	-	1989	2052	192.74133608798076	213.75305043415725	0.14891201205701132	0.0010559983087410454	0.020934728902431247	1.6791326587011235	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000132819	RBM38	protein_coding	20	+	1519	1247	147.19662620293752	129.89768708157607	-0.17971859124801237	0.0010629337092162969	0.021037550177142594	1.6770048351691722	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000023516	AKAP11	protein_coding	13	+	1452	1188	140.70408245336756	123.75176604082787	-0.18451544246796922	0.0010641163121720564	0.021037550177142594	1.6770048351691722	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000142599	RERE	protein_coding	1	-	846	664	81.9804777930778	69.16765374672535	-0.24356371266129012	0.0010677684634663857	0.02107966509083908	1.6761362933815	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000109756	RAPGEF2	protein_coding	4	+	351	249	34.01317695670249	25.937870155022004	-0.3845413232888012	0.0010691838769686373	0.02107966509083908	1.6761362933815	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000161513	FDXR	protein_coding	17	-	1183	954	114.6370038170343	99.37641818430117	-0.20513558625490272	0.0010755606564072382	0.021160054797417525	1.6744832119589106	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000106803	SEC61B	protein_coding	9	+	3251	3280	315.0337273112244	341.67154260430596	0.11692555741807356	0.0010762098517463105	0.021160054797417525	1.6744832119589106	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000169733	RFNG	protein_coding	17	-	377	270	36.532671546087855	28.125401372915427	-0.3715027074478075	0.0010787440821222452	0.02118086704610203	1.6740562658701583	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000173153	ESRRA	protein_coding	11	+	589	446	57.07624281338394	46.45899634192697	-0.2940720737324244	0.0010815927331256363	0.021207787566328223	1.673504635484011	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000169925	BRD3	protein_coding	9	-	458	337	44.381866228403815	35.10466763952777	-0.3340662802075035	0.0010846088813837326	0.021237914426331123	1.672888133428951	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000205268	PDE7A	protein_coding	8	-	282	193	27.32682593102593	20.10445357397288	-0.4335201527977305	0.0010930480866134745	0.021374004342184196	1.67011410671752	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000114631	PODXL2	protein_coding	3	+	56	24	5.426603730983873	2.500035677592482	-0.9822259402598508	0.001095834480564727	0.021399336461966706	1.669599692789784	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000059804	SLC2A3	protein_coding	12	-	1580	1301	153.10774812418782	135.52276735615914	-0.1754028402803739	0.001102074538419959	0.021491950883072923	1.667724160623108	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000124688	MAD2L1BP	protein_coding	6	+	700	772	67.83254663729839	80.41781429589152	0.24388445660344313	0.0011096136461532463	0.021567457886916927	1.666201041302019	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000184743	ATL3	protein_coding	11	-	864	680	83.72474327803688	70.83434419845366	-0.2396472908461656	0.0011103478097864486	0.021567457886916927	1.666201041302019	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000112159	MDN1	protein_coding	6	-	957	760	92.73678161699225	79.16779645709528	-0.22690253406186534	0.001110454356471233	0.021567457886916927	1.666201041302019	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000165629	ATP5F1C	protein_coding	10	+	3880	3887	375.98611564673973	404.9016116167491	0.10675516301873941	0.001115761249926673	0.021641244892158833	1.664717760467286	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000141456	PELP1	protein_coding	17	-	388	279	37.59861156467397	29.062914752012606	-0.3659499034123211	0.0011196301559544238	0.021686979255619222	1.663800935951564	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000181450	ZNF678	protein_coding	1	+	170	106	16.473618469058184	11.04182424270013	-0.5564228870789665	0.0011240291508120407	0.02174284420701512	1.6626836459618668	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000001497	LAS1L	protein_coding	X	-	1844	1533	178.69030857025464	159.68977890621983	-0.16171051411233442	0.0011334845767258083	0.02189623705214741	1.6596305138312968	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000187514	PTMA	protein_coding	2	+	4120	4118	399.24298877952776	428.96445501357675	0.10346600040118871	0.0011408204542002352	0.022008327928946206	1.6574129514864773	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000291091	ENSG00000291091	lncRNA	3	-	128	74	12.40366567082028	7.708443339243487	-0.6526004060630612	0.0011489160060050975	0.02213475360294116	1.6549253080866966	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000138942	RNF185	protein_coding	22	+	201	130	19.477631248709972	13.541859920292612	-0.5086514916030154	0.0011571758581613815	0.02222686464252314	1.6531217952625954	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000137812	KNL1	protein_coding	15	+	574	434	55.622688242584694	45.20897850313072	-0.29610653664022624	0.0011589424283591444	0.02222686464252314	1.6531217952625954	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000197172	MAGEA6	protein_coding	X	-	1507	1237	146.03378254629814	128.85600554924585	-0.1798862734004208	0.001159737389773869	0.02222686464252314	1.6531217952625954	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000153560	UBP1	protein_coding	3	-	1244	1008	120.5481257382846	105.00149845888426	-0.1983172514212563	0.0011598914245976334	0.02222686464252314	1.6531217952625954	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000256269	HMBS	protein_coding	11	+	3310	2834	320.75104195636817	295.21254626237896	-0.1195056792973101	0.0011815385865565392	0.02261149777712801	1.6456706691983074	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000111843	TMEM14C	protein_coding	6	+	3162	3191	306.40930352448225	332.40057696656714	0.117278991145792	0.0011958765916410248	0.022855415073000835	1.6410108871606066	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000007080	CCDC124	protein_coding	19	+	525	393	50.874409977973805	40.9380842205769	-0.31009261449930653	0.0011975669615068515	0.022857285370356167	1.640975349561055	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000198860	TSEN15	protein_coding	1	+	887	960	85.95352695326241	100.0014271036993	0.21721926129426275	0.0012043615439234628	0.022956442549712432	1.6390954116021355	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000132300	PTCD3	protein_coding	2	+	1221	989	118.31934206305907	103.02230354745689	-0.1988280798331333	0.0012107193735685206	0.02304702277033021	1.6373851690998553	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000182199	SHMT2	protein_coding	12	+	5467	4770	529.7721892373005	496.88209092150584	-0.09237852475696574	0.001216316205217476	0.023122896017862826	1.6359577738063344	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000071462	BUD23	protein_coding	7	+	1319	1074	127.81589859228086	111.87659657226358	-0.19135832151525076	0.001224313225547699	0.023226176155333515	1.6340222844457184	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000131171	SH3BGRL	protein_coding	X	+	428	493	41.47475708680531	51.35489954387891	0.30495833332822797	0.0012249853932688268	0.023226176155333515	1.6340222844457184	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000100664	EIF5	protein_coding	14	+	2581	2626	250.10828981552453	273.5455703899108	0.12898167744603342	0.0012306187211623353	0.0233022038322467	1.6326030031404029	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000104859	CLASRP	protein_coding	19	+	326	230	31.5905860053704	23.958675243594623	-0.39180386965711334	0.0012512179255171883	0.023661042009154417	1.6259661333826012	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000165138	ANKS6	protein_coding	9	-	508	380	49.22704813106799	39.58389822854764	-0.3110079732864712	0.0012606818709601265	0.02380864064985618	1.6232653998542261	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000162144	CYB561A3	protein_coding	11	-	431	316	41.765468000965164	32.917136421634346	-0.3388913134140832	0.0012661028042311108	0.023879597305031714	1.6219730012309945	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000116830	TTF2	protein_coding	1	+	794	621	76.94148861430705	64.68842315770547	-0.24849090667422918	0.0012789089442241583	0.02408947516594402	1.6181726618122576	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000057663	ATG5	protein_coding	6	-	912	984	88.3761179045945	102.50146278129178	0.2127971195574826	0.0012886642333408437	0.024241412504772124	1.6154420781874461	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000284604	ENSG00000284604	lncRNA	2	+	180	114	17.44265484959102	11.875169468564291	-0.5359450896395087	0.0012963343410115952	0.024353778529501866	1.6134336477058453	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000279089	ENSG00000279089	TEC	17	-	51	21	4.942085540717454	2.187531217893422	-1.0178781206880048	0.001311685568403346	0.02460996465789964	1.6088890099822923	True	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000090905	TNRC6A	protein_coding	16	+	862	680	83.53093600193033	70.83434419845366	-0.23632371899429963	0.0013175423885664803	0.024687579507956515	1.6075214883535687	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000272886	DCP1A	protein_coding	3	-	850	670	82.36809234529092	69.79266266612348	-0.2374426063373102	0.001330521853016676	0.02489827921297047	1.6038306671265847	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
ENSG00000127054	INTS11	protein_coding	1	-	1048	840	101.55501267984104	87.50124871573688	-0.21375114509215176	0.0013622313490602826	0.025458472074299788	1.5941676646891385	False	Index_8_vs_7	Index 8 C9orf170_2	Index 7 C9orf170_1
