ID,gene,UMI_count
01840_2,"BTBD16_ENST00000260723.4,ENST00000368994.2",129
01840_3,"BTBD16_ENST00000260723.4,ENST00000368994.2",75
01841_1,BTBD17_P1P2,40
01841_2,BTBD17_P1P2,81
01841_3,BTBD17_P1P2,59
01842_1,BTBD18_ENST00000422652.1,167
01842_2,BTBD18_ENST00000422652.1,127
01842_3,BTBD18_ENST00000422652.1,70
01843_1,BTBD18_ENST00000436147.3,179
01843_2,BTBD18_ENST00000436147.3,74
01843_3,BTBD18_ENST00000436147.3,55
01844_1,BTBD19_P1P2,138
01844_2,BTBD19_P1P2,62
01844_3,BTBD19_P1P2,179
01845_1,BTBD2_P1P2,60
01845_2,BTBD2_P1P2,37
01845_3,BTBD2_P1P2,44
01846_1,BTBD3_P1P2,37
01846_2,BTBD3_P1P2,187
01846_3,BTBD3_P1P2,67
01847_1,BTBD6_P1P2,108
01847_2,BTBD6_P1P2,75
01847_3,BTBD6_P1P2,162
01848_1,BTBD7_P1P2,141
01848_2,BTBD7_P1P2,87
01848_3,BTBD7_P1P2,110
01849_1,BTBD8_P1P2,162
01849_2,BTBD8_P1P2,28
01849_3,BTBD8_P1P2,29
01850_1,BTBD9_P1P2,58
01850_2,BTBD9_P1P2,104
01850_3,BTBD9_P1P2,57
01851_1,BTC_P1P2,57
01851_2,BTC_P1P2,33
01851_3,BTC_P1P2,51
01852_1,BTD_P1P2,38
01852_2,BTD_P1P2,45
01852_3,BTD_P1P2,20
01853_1,BTF3_P1P2,51
01853_2,BTF3_P1P2,57
01853_3,BTF3_P1P2,25
01854_1,BTF3L4_P1P2,33
01854_2,BTF3L4_P1P2,63
01854_3,BTF3L4_P1P2,31
01855_1,BTG1_P1P2,193
01855_2,BTG1_P1P2,89
01855_3,BTG1_P1P2,81
01856_1,BTG2_P1P2,12
01856_2,BTG2_P1P2,34
01856_3,BTG2_P1P2,27
01857_1,BTG3_P1P2,49
01857_2,BTG3_P1P2,52
01857_3,BTG3_P1P2,27
01858_1,BTG4_P1P2,180
01858_2,BTG4_P1P2,81
01858_3,BTG4_P1P2,176
01859_1,BTK_P1P2,11
01859_2,BTK_P1P2,105
01859_3,BTK_P1P2,34
01860_1,BTLA_P1P2,72
01860_2,BTLA_P1P2,88
01860_3,BTLA_P1P2,51
01861_1,BTN1A1_ENST00000244513.6,195
01861_2,BTN1A1_ENST00000244513.6,117
01861_3,BTN1A1_ENST00000244513.6,79
01862_1,BTN2A1_P1P2,49
01862_2,BTN2A1_P1P2,24
01862_3,BTN2A1_P1P2,29
01863_1,BTN2A2_P1P2,17
01863_2,BTN2A2_P1P2,81
01863_3,BTN2A2_P1P2,49
01864_1,BTN3A1_P1P2,24
01864_2,BTN3A1_P1P2,39
01864_3,BTN3A1_P1P2,157
01865_1,BTN3A2_P1P2,26
01865_2,BTN3A2_P1P2,58
01865_3,BTN3A2_P1P2,81
01866_1,BTN3A3_P1P2,65
01866_2,BTN3A3_P1P2,100
01866_3,BTN3A3_P1P2,153
01867_1,BTNL10P_CP,51
01867_2,BTNL10P_CP,113
01867_3,BTNL10P_CP,60
01868_1,BTNL2_P1P2,85
01868_2,BTNL2_P1P2,101
01868_3,BTNL2_P1P2,61
01869_1,BTNL3_P1P2,135
01869_2,BTNL3_P1P2,135
01869_3,BTNL3_P1P2,113
01870_1,BTNL8_P1P2,44
01870_2,BTNL8_P1P2,47
01870_3,BTNL8_P1P2,26
01871_1,BTNL9_P1,21
01871_2,BTNL9_P1,151
01871_3,BTNL9_P1,137
01872_1,BTNL9_P2,53
01872_2,BTNL9_P2,36
01872_3,BTNL9_P2,44
01873_1,BTRC_P1P2,16
01873_2,BTRC_P1P2,15
01873_3,BTRC_P1P2,7
01874_1,BUB1_P1P2,24
01874_2,BUB1_P1P2,165
01874_3,BUB1_P1P2,69
01875_1,BUB1B_P1P2,30
01875_2,BUB1B_P1P2,72
01875_3,BUB1B_P1P2,60
01876_1,BUB3_P1P2,28
01876_2,BUB3_P1P2,89
01876_3,BUB3_P1P2,82
01877_1,BUD13_P1P2,5
01877_2,BUD13_P1P2,7
01877_3,BUD13_P1P2,13
01878_1,BUD23_CP,19
01878_2,BUD23_CP,3
01878_3,BUD23_CP,45
01879_1,BUD31_P1P2,3
01879_2,BUD31_P1P2,2
01879_3,BUD31_P1P2,11
01880_1,BVES_P1P2,112
01880_2,BVES_P1P2,35
01880_3,BVES_P1P2,56
01881_1,BYSL_P1P2,53
01881_2,BYSL_P1P2,22
01881_3,BYSL_P1P2,89
01882_1,BZRAP1_P1P2,140
01882_2,BZRAP1_P1P2,77
01882_3,BZRAP1_P1P2,102
01883_1,BZW1_P1P2,122
01883_2,BZW1_P1P2,86
01883_3,BZW1_P1P2,147
01884_1,BZW2_P1P2,62
01884_2,BZW2_P1P2,33
01884_3,BZW2_P1P2,19
01885_1,C10orf10_P1P2,68
01885_2,C10orf10_P1P2,103
01885_3,C10orf10_P1P2,70
01886_1,C10orf105_P1P2,92
01886_2,C10orf105_P1P2,49
01886_3,C10orf105_P1P2,53
01887_1,C10orf107_P1P2,124
01887_2,C10orf107_P1P2,186
01887_3,C10orf107_P1P2,22
01888_1,C10orf11_ENST00000372499.1,10
01888_2,C10orf11_ENST00000372499.1,12
01888_3,C10orf11_ENST00000372499.1,70
01889_1,C10orf111_P1P2,34
01889_2,C10orf111_P1P2,55
01889_3,C10orf111_P1P2,28
01890_1,C10orf112_ENST00000454679.2,82
01890_2,C10orf112_ENST00000454679.2,29
01890_3,C10orf112_ENST00000454679.2,16
01891_1,"C10orf113_ENST00000529198.1,ENST00000534331.1",144
01891_2,"C10orf113_ENST00000529198.1,ENST00000534331.1",71
01891_3,"C10orf113_ENST00000529198.1,ENST00000534331.1",154
01892_1,C10orf118_P1,197
01892_2,C10orf118_P1,144
01892_3,C10orf118_P1,94
01893_1,C10orf118_P2,111
01893_2,C10orf118_P2,81
01893_3,C10orf118_P2,81
01894_1,C10orf12_ENST00000286067.2,69
01894_2,C10orf12_ENST00000286067.2,156
01894_3,C10orf12_ENST00000286067.2,231
01895_1,C10orf120_P1P2,31
01895_2,C10orf120_P1P2,106
01895_3,C10orf120_P1P2,53
01896_1,C10orf126_ENST00000375520.1,48
01896_2,C10orf126_ENST00000375520.1,62
01896_3,C10orf126_ENST00000375520.1,31
01897_1,C10orf128_P1P2,63
01897_2,C10orf128_P1P2,59
01897_3,C10orf128_P1P2,34
01898_1,C10orf129_P1P2,91
01898_2,C10orf129_P1P2,83
01898_3,C10orf129_P1P2,135
01899_1,C10orf131_P1P2,42
01899_2,C10orf131_P1P2,44
01899_3,C10orf131_P1P2,50
01900_1,C10orf137_P1P2,18
01900_2,C10orf137_P1P2,6
01900_3,C10orf137_P1P2,57
01901_1,C10orf2_P1P2,33
01901_2,C10orf2_P1P2,50
01901_3,C10orf2_P1P2,8
01902_1,C10orf25_P1P2,174
01902_2,C10orf25_P1P2,71
01902_3,C10orf25_P1P2,180
01903_1,C10orf32_P1P2,187
01903_2,C10orf32_P1P2,59
01903_3,C10orf32_P1P2,176
01904_1,C10orf35_P1P2,109
01904_2,C10orf35_P1P2,96
01904_3,C10orf35_P1P2,50
01905_1,C10orf53_P1P2,126
01905_2,C10orf53_P1P2,74
01905_3,C10orf53_P1P2,113
01906_1,C10orf54_P1P2,121
01906_2,C10orf54_P1P2,46
01906_3,C10orf54_P1P2,76
01907_1,C10orf55_P1P2,85
01907_2,C10orf55_P1P2,69
01907_3,C10orf55_P1P2,21
01908_1,C10orf62_P1P2,33
01908_2,C10orf62_P1P2,80
01908_3,C10orf62_P1P2,51
01909_1,C10orf67_P1P2,97
01909_2,C10orf67_P1P2,208
01909_3,C10orf67_P1P2,141
01910_1,C10orf71_P1P2,31
01910_2,C10orf71_P1P2,67
01910_3,C10orf71_P1P2,100
01911_1,C10orf76_P1P2,123
01911_2,C10orf76_P1P2,48
01911_3,C10orf76_P1P2,50
01912_1,C10orf82_P1P2,17
01912_2,C10orf82_P1P2,34
01912_3,C10orf82_P1P2,40
01913_1,C10orf88_P1P2,59
01913_2,C10orf88_P1P2,32
01913_3,C10orf88_P1P2,42
01914_1,C10orf90_ENST00000284694.7,62
01914_2,C10orf90_ENST00000284694.7,86
01914_3,C10orf90_ENST00000284694.7,29
01915_1,C10orf91_P1P2,24
01915_2,C10orf91_P1P2,66
01915_3,C10orf91_P1P2,107
01916_1,C10orf95_P1P2,52
01916_2,C10orf95_P1P2,16
01916_3,C10orf95_P1P2,47
01917_1,C10orf99_P1P2,133
01917_2,C10orf99_P1P2,86
01917_3,C10orf99_P1P2,150
01918_1,C11orf1_P1P2,68
01918_2,C11orf1_P1P2,17
01918_3,C11orf1_P1P2,91
01919_1,C11orf16_P1P2,243
01919_2,C11orf16_P1P2,166
01919_3,C11orf16_P1P2,154
01920_1,C11orf21_P1P2,218
01920_2,C11orf21_P1P2,66
01920_3,C11orf21_P1P2,70
01921_1,C11orf24_P1P2,28
01921_2,C11orf24_P1P2,5
01921_3,C11orf24_P1P2,14
01922_1,C11orf30_P1P2,32
01922_2,C11orf30_P1P2,19
01922_3,C11orf30_P1P2,25
01923_1,C11orf31_P1P2,181
01923_2,C11orf31_P1P2,49
01923_3,C11orf31_P1P2,45
01924_1,C11orf34_P1P2,47
01924_2,C11orf34_P1P2,30
01924_3,C11orf34_P1P2,73
01925_1,C11orf35_P1P2,29
01925_2,C11orf35_P1P2,20
01925_3,C11orf35_P1P2,51
01926_1,C11orf40_ENST00000307616.1,304
01926_2,C11orf40_ENST00000307616.1,94
01926_3,C11orf40_ENST00000307616.1,203
01927_1,C11orf42_P1P2,132
01927_2,C11orf42_P1P2,80
01927_3,C11orf42_P1P2,44
01928_1,C11orf44_ENST00000317019.2,66
01928_2,C11orf44_ENST00000317019.2,64
01928_3,C11orf44_ENST00000317019.2,76
01929_1,C11orf45_P1,14
01929_2,C11orf45_P1,62
01929_3,C11orf45_P1,41
01930_1,C11orf45_P2,5
01930_2,C11orf45_P2,6
01930_3,C11orf45_P2,8
01931_1,C11orf48_P1,51
01931_2,C11orf48_P1,80
01931_3,C11orf48_P1,77
01932_1,C11orf48_P2,30
01932_2,C11orf48_P2,106
01932_3,C11orf48_P2,18
01933_1,C11orf49_P1P2,133
01933_2,C11orf49_P1P2,42
01933_3,C11orf49_P1P2,66
01934_1,C11orf52_P1,92
01934_2,C11orf52_P1,47
01934_3,C11orf52_P1,71
01935_1,C11orf52_P2,33
01935_2,C11orf52_P2,111
01935_3,C11orf52_P2,49
01936_1,C11orf53_P1P2,103
01936_2,C11orf53_P1P2,21
01936_3,C11orf53_P1P2,73
01937_1,C11orf54_P1P2,87
01937_2,C11orf54_P1P2,30
01937_3,C11orf54_P1P2,62
01938_1,C11orf57_P1P2,69
01938_2,C11orf57_P1P2,25
01938_3,C11orf57_P1P2,119
01939_1,C11orf58_P1P2,14
01939_2,C11orf58_P1P2,96
01939_3,C11orf58_P1P2,72
01940_1,C11orf63_P1P2,9
01940_2,C11orf63_P1P2,41
01940_3,C11orf63_P1P2,14
01941_1,C11orf65_P1P2,66
01941_2,C11orf65_P1P2,50
01941_3,C11orf65_P1P2,90
01942_1,C11orf68_P1P2,107
01942_2,C11orf68_P1P2,9
01942_3,C11orf68_P1P2,83
01943_1,C11orf70_P1P2,112
01943_2,C11orf70_P1P2,105
01943_3,C11orf70_P1P2,69
01944_1,C11orf71_P1P2,16
01944_2,C11orf71_P1P2,7
01944_3,C11orf71_P1P2,39
01945_1,C11orf73_P1P2,50
01945_2,C11orf73_P1P2,34
01945_3,C11orf73_P1P2,39
01946_1,C11orf74_P1P2,21
01946_2,C11orf74_P1P2,39
01946_3,C11orf74_P1P2,43
01947_1,C11orf80_P1P2,117
01947_2,C11orf80_P1P2,214
01947_3,C11orf80_P1P2,57
01948_1,C11orf82_P1P2,11
01948_2,C11orf82_P1P2,14
01948_3,C11orf82_P1P2,65
01949_1,C11orf83_P1P2,21
01949_2,C11orf83_P1P2,61
01949_3,C11orf83_P1P2,96
01950_1,C11orf84_P1P2,48
01950_2,C11orf84_P1P2,30
01950_3,C11orf84_P1P2,38
01951_1,C11orf85_P1P2,170
01951_2,C11orf85_P1P2,122
01951_3,C11orf85_P1P2,139
01952_1,C11orf86_P1P2,84
01952_2,C11orf86_P1P2,34
01952_3,C11orf86_P1P2,97
01953_1,C11orf87_P1P2,36
01953_2,C11orf87_P1P2,112
01953_3,C11orf87_P1P2,76
01954_1,C11orf88_P1P2,11
01954_2,C11orf88_P1P2,16
01954_3,C11orf88_P1P2,17
01955_1,C11orf91_P1P2,127
01955_2,C11orf91_P1P2,96
01955_3,C11orf91_P1P2,83
01956_1,C11orf94_P1P2,248
01956_2,C11orf94_P1P2,175
01956_3,C11orf94_P1P2,196
01957_1,C11orf95_P1P2,110
01957_2,C11orf95_P1P2,24
01957_3,C11orf95_P1P2,81
01958_1,C11orf96_P1P2,57
01958_2,C11orf96_P1P2,38
01958_3,C11orf96_P1P2,22
01959_1,C11orf97_CP,52
01959_2,C11orf97_CP,73
01959_3,C11orf97_CP,75
01960_1,C11orf98_CP,119
01960_2,C11orf98_CP,37
01960_3,C11orf98_CP,107
01961_1,C12orf10_P1P2,8
01961_2,C12orf10_P1P2,67
01961_3,C12orf10_P1P2,9
01962_1,C12orf23_P1P2,76
01962_2,C12orf23_P1P2,83
01962_3,C12orf23_P1P2,57
01963_1,C12orf29_P1P2,75
01963_2,C12orf29_P1P2,57
01963_3,C12orf29_P1P2,97
01964_1,C12orf39_P1,35
01964_2,C12orf39_P1,88
01964_3,C12orf39_P1,157
01965_1,C12orf39_P2,53
01965_2,C12orf39_P2,21
01965_3,C12orf39_P2,4
01966_1,C12orf4_P1P2,106
01966_2,C12orf4_P1P2,125
01966_3,C12orf4_P1P2,83
01967_1,C12orf40_P1P2,60
01967_2,C12orf40_P1P2,189
01967_3,C12orf40_P1P2,58
01968_1,"C12orf42_ENST00000378113.2,ENST00000548883.1",46
01968_2,"C12orf42_ENST00000378113.2,ENST00000548883.1",97
01968_3,"C12orf42_ENST00000378113.2,ENST00000548883.1",39
01969_1,C12orf43_P1P2,195
01969_2,C12orf43_P1P2,83
01969_3,C12orf43_P1P2,98
01970_1,C12orf44_P1P2,39
01970_2,C12orf44_P1P2,32
01970_3,C12orf44_P1P2,19
01971_1,C12orf45_P1P2,25
01971_2,C12orf45_P1P2,8
01971_3,C12orf45_P1P2,25
01972_1,C12orf49_P1P2,5
01972_2,C12orf49_P1P2,10
01972_3,C12orf49_P1P2,18
01973_1,C12orf5_P1P2,123
01973_2,C12orf5_P1P2,101
01973_3,C12orf5_P1P2,127
01974_1,C12orf50_P1P2,111
01974_2,C12orf50_P1P2,60
01974_3,C12orf50_P1P2,49
01975_1,C12orf52_P1P2,16
01975_2,C12orf52_P1P2,12
01975_3,C12orf52_P1P2,22
01976_1,C12orf54_P1P2,20
01976_2,C12orf54_P1P2,44
01976_3,C12orf54_P1P2,39
01977_1,C12orf55_P1P2,147
01977_2,C12orf55_P1P2,75
01977_3,C12orf55_P1P2,133
01978_1,C12orf56_P1P2,29
01978_2,C12orf56_P1P2,114
01978_3,C12orf56_P1P2,26
01979_1,C12orf57_P1P2,134
01979_2,C12orf57_P1P2,125
01979_3,C12orf57_P1P2,60
01980_1,C12orf60_P1P2,55
01980_2,C12orf60_P1P2,15
01980_3,C12orf60_P1P2,27
01981_1,C12orf61_P1P2,49
01981_2,C12orf61_P1P2,8
01981_3,C12orf61_P1P2,82
01982_1,C12orf65_P1P2,32
01982_2,C12orf65_P1P2,27
01982_3,C12orf65_P1P2,13
01983_1,C12orf66_P1P2,32
01983_2,C12orf66_P1P2,31
01983_3,C12orf66_P1P2,91
01984_1,C12orf68_P1P2,76
01984_2,C12orf68_P1P2,68
01984_3,C12orf68_P1P2,135
01985_1,C12orf71_ENST00000429849.2,58
01985_2,C12orf71_ENST00000429849.2,70
01985_3,C12orf71_ENST00000429849.2,29
01986_1,C12orf73_P1,25
01986_2,C12orf73_P1,74
01986_3,C12orf73_P1,47
01987_1,C12orf73_P2,22
01987_2,C12orf73_P2,110
01987_3,C12orf73_P2,45
01988_1,C12orf74_P1P2,47
01988_2,C12orf74_P1P2,107
01988_3,C12orf74_P1P2,104
01989_1,C12orf75_P1P2,38
01989_2,C12orf75_P1P2,12
01989_3,C12orf75_P1P2,26
01990_1,C12orf76_P1P2,20
01990_2,C12orf76_P1P2,24
01990_3,C12orf76_P1P2,53
01991_1,C12orf77_P1P2,63
01991_2,C12orf77_P1P2,170
01991_3,C12orf77_P1P2,182
01992_1,C12orf79_P1P2,12
01992_2,C12orf79_P1P2,78
01992_3,C12orf79_P1P2,7
01993_1,C12orf80_P1P2,46
01993_2,C12orf80_P1P2,239
01993_3,C12orf80_P1P2,111
01994_1,C13orf35_ENST00000356049.1,11
01994_2,C13orf35_ENST00000356049.1,17
01994_3,C13orf35_ENST00000356049.1,9
01995_1,C13orf45_P1P2,25
01995_2,C13orf45_P1P2,22
01995_3,C13orf45_P1P2,16
01996_1,C14orf1_P1P2,65
01996_2,C14orf1_P1P2,23
01996_3,C14orf1_P1P2,142
01997_1,C14orf105_P1P2,63
01997_2,C14orf105_P1P2,64
01997_3,C14orf105_P1P2,50
01998_1,C14orf119_P1P2,125
01998_2,C14orf119_P1P2,43
01998_3,C14orf119_P1P2,92
01999_1,C14orf132_P1P2,72
01999_2,C14orf132_P1P2,60
01999_3,C14orf132_P1P2,136
02000_1,C14orf142_P1P2,109
02000_2,C14orf142_P1P2,111
02000_3,C14orf142_P1P2,124
02001_1,C14orf159_P1P2,33
02001_2,C14orf159_P1P2,82
02001_3,C14orf159_P1P2,67
02002_1,C14orf164_P1P2,103
02002_2,C14orf164_P1P2,284
02002_3,C14orf164_P1P2,212
02003_1,C14orf166_P1P2,47
02003_2,C14orf166_P1P2,13
02003_3,C14orf166_P1P2,55
02004_1,C14orf166B_P1P2,152
02004_2,C14orf166B_P1P2,111
02004_3,C14orf166B_P1P2,198
02005_1,C14orf169_P1P2,122
02005_2,C14orf169_P1P2,62
02005_3,C14orf169_P1P2,192
02006_1,C14orf177_ENST00000325812.2,30
02006_2,C14orf177_ENST00000325812.2,79
02006_3,C14orf177_ENST00000325812.2,44
02007_1,C14orf178_P1P2,5
02007_2,C14orf178_P1P2,18
02007_3,C14orf178_P1P2,5
02008_1,C14orf180_P1,32
02008_2,C14orf180_P1,29
02008_3,C14orf180_P1,23
02009_1,C14orf180_P2,30
02009_2,C14orf180_P2,24
02009_3,C14orf180_P2,58
02010_1,C14orf182_P1P2,58
02010_2,C14orf182_P1P2,44
02010_3,C14orf182_P1P2,108
02011_1,C14orf183_ENST00000305273.1,44
02011_2,C14orf183_ENST00000305273.1,109
02011_3,C14orf183_ENST00000305273.1,39
02012_1,C14orf2_P1P2,3
02012_2,C14orf2_P1P2,9
02012_3,C14orf2_P1P2,1
02013_1,C14orf28_P1P2,22
02013_2,C14orf28_P1P2,15
02013_3,C14orf28_P1P2,31
02014_1,C14orf37_ENST00000267485.7,34
02014_2,C14orf37_ENST00000267485.7,112
02014_3,C14orf37_ENST00000267485.7,98
02015_1,C14orf39_P1P2,73
02015_2,C14orf39_P1P2,73
02015_3,C14orf39_P1P2,89
02016_1,C14orf79_P1P2,134
02016_2,C14orf79_P1P2,50
02016_3,C14orf79_P1P2,38
02017_1,C14orf80_P1P2,20
02017_2,C14orf80_P1P2,52
02017_3,C14orf80_P1P2,25
02018_1,C14orf93_P1,42
02018_2,C14orf93_P1,50
02018_3,C14orf93_P1,32
02019_1,C14orf93_P2,28
02019_2,C14orf93_P2,115
02019_3,C14orf93_P2,39
02020_1,C15orf26_ENST00000286732.4,39
02020_2,C15orf26_ENST00000286732.4,84
02020_3,C15orf26_ENST00000286732.4,31
02021_1,C15orf27_P1P2,17
02021_2,C15orf27_P1P2,4
02021_3,C15orf27_P1P2,2
02022_1,C15orf32_P1P2,3
02022_2,C15orf32_P1P2,9
02022_3,C15orf32_P1P2,24
02023_1,C15orf38_P1P2,14
02023_2,C15orf38_P1P2,16
02023_3,C15orf38_P1P2,12
02024_1,C15orf38-AP3S2_P1,4
02024_2,C15orf38-AP3S2_P1,16
02024_3,C15orf38-AP3S2_P1,3
02025_1,C15orf38-AP3S2_P2,71
02025_2,C15orf38-AP3S2_P2,21
02025_3,C15orf38-AP3S2_P2,56
02026_1,C15orf39_P1P2,6
02026_2,C15orf39_P1P2,21
02026_3,C15orf39_P1P2,7
02027_1,C15orf40_P1P2,42
02027_2,C15orf40_P1P2,200
02027_3,C15orf40_P1P2,37
02028_1,C15orf41_P1P2,72
02028_2,C15orf41_P1P2,45
02028_3,C15orf41_P1P2,51
02029_1,C15orf43_P1P2,95
02029_2,C15orf43_P1P2,191
02029_3,C15orf43_P1P2,270
02030_1,C15orf48_P1P2,28
02030_2,C15orf48_P1P2,47
02030_3,C15orf48_P1P2,42
02031_1,C15orf52_P1,26
02031_2,C15orf52_P1,33
02031_3,C15orf52_P1,33
02032_1,C15orf52_P2,95
02032_2,C15orf52_P2,16
02032_3,C15orf52_P2,12
02033_1,C15orf53_P1P2,59
02033_2,C15orf53_P1P2,33
02033_3,C15orf53_P1P2,103
02034_1,C15orf54_P1P2,183
02034_2,C15orf54_P1P2,39
02034_3,C15orf54_P1P2,89
02035_1,C15orf56_P1P2,25
02035_2,C15orf56_P1P2,84
02035_3,C15orf56_P1P2,10
02036_1,C15orf57_P1P2,66
02036_2,C15orf57_P1P2,31
02036_3,C15orf57_P1P2,32
02037_1,C15orf59_P1P2,31
02037_2,C15orf59_P1P2,121
02037_3,C15orf59_P1P2,49
02038_1,C15orf60_P1P2,31
02038_2,C15orf60_P1P2,61
02038_3,C15orf60_P1P2,57
02039_1,C15orf61_P1P2,104
02039_2,C15orf61_P1P2,32
02039_3,C15orf61_P1P2,49
02040_1,C15orf62_P1P2,33
02040_2,C15orf62_P1P2,110
02040_3,C15orf62_P1P2,54
02041_1,C15orf65_P1P2,46
02041_2,C15orf65_P1P2,34
02041_3,C15orf65_P1P2,44
02042_1,C16orf11_P1P2,34
02042_2,C16orf11_P1P2,79
02042_3,C16orf11_P1P2,55
02043_1,C16orf13_P1P2,101
02043_2,C16orf13_P1P2,94
02043_3,C16orf13_P1P2,126
02044_1,C16orf3_ENST00000408886.2,64
02044_2,C16orf3_ENST00000408886.2,69
02044_3,C16orf3_ENST00000408886.2,63
02045_1,C16orf45_P1P2,87
02045_2,C16orf45_P1P2,35
02045_3,C16orf45_P1P2,21
02046_1,C16orf46_P1P2,35
02046_2,C16orf46_P1P2,51
02046_3,C16orf46_P1P2,42
02047_1,C16orf47_ENST00000358463.2,277
02047_2,C16orf47_ENST00000358463.2,140
02047_3,C16orf47_ENST00000358463.2,67
02048_1,C16orf52_P1P2,23
02048_2,C16orf52_P1P2,54
02048_3,C16orf52_P1P2,100
02049_1,C16orf54_P1P2,95
02049_2,C16orf54_P1P2,272
02049_3,C16orf54_P1P2,66
02050_1,C16orf58_P1P2,45
02050_2,C16orf58_P1P2,29
02050_3,C16orf58_P1P2,47
02051_1,C16orf59_P1P2,97
02051_2,C16orf59_P1P2,27
02051_3,C16orf59_P1P2,16
02052_1,C16orf62_P1P2,33
02052_2,C16orf62_P1P2,36
02052_3,C16orf62_P1P2,17
02053_1,C16orf70_P1P2,65
02053_2,C16orf70_P1P2,5
02053_3,C16orf70_P1P2,35
02054_1,C16orf71_P1P2,29
02054_2,C16orf71_P1P2,21
02054_3,C16orf71_P1P2,26
02055_1,C16orf72_P1,36
02055_2,C16orf72_P1,51
02055_3,C16orf72_P1,51
02056_1,C16orf72_P2,69
02056_2,C16orf72_P2,79
02056_3,C16orf72_P2,206
02057_1,C16orf74_P1P2,169
02057_2,C16orf74_P1P2,50
02057_3,C16orf74_P1P2,106
02058_1,C16orf78_P1P2,65
02058_2,C16orf78_P1P2,60
02058_3,C16orf78_P1P2,229
02059_1,C16orf80_P1P2,127
02059_2,C16orf80_P1P2,11
02059_3,C16orf80_P1P2,111
02060_1,C16orf82_P1P2,7
02060_2,C16orf82_P1P2,2
02060_3,C16orf82_P1P2,18
02061_1,C16orf86_P1P2,20
02061_2,C16orf86_P1P2,63
02061_3,C16orf86_P1P2,41
02062_1,C16orf87_P1P2,13
02062_2,C16orf87_P1P2,36
02062_3,C16orf87_P1P2,34
02063_1,C16orf89_P1P2,28
02063_2,C16orf89_P1P2,95
02063_3,C16orf89_P1P2,57
02064_1,C16orf90_P1P2,77
02064_2,C16orf90_P1P2,15
02064_3,C16orf90_P1P2,13
02065_1,C16orf91_P1P2,79
02065_2,C16orf91_P1P2,86
02065_3,C16orf91_P1P2,48
02066_1,C16orf92_P1P2,90
02066_2,C16orf92_P1P2,58
02066_3,C16orf92_P1P2,125
02067_1,C16orf93_P1P2,7
02067_2,C16orf93_P1P2,17
02067_3,C16orf93_P1P2,8
02068_1,C16orf95_P1P2,52
02068_2,C16orf95_P1P2,55
02068_3,C16orf95_P1P2,79
02069_1,C16orf96_P1P2,102
02069_2,C16orf96_P1P2,96
02069_3,C16orf96_P1P2,22
02070_1,C16orf97_ENST00000562818.1,152
02070_2,C16orf97_ENST00000562818.1,9
02070_3,C16orf97_ENST00000562818.1,206
02071_1,C16orf97_ENST00000566314.1,152
02071_2,C16orf97_ENST00000566314.1,65
02071_3,C16orf97_ENST00000566314.1,104
02072_1,C16orf97_ENST00000566628.1,211
02072_2,C16orf97_ENST00000566628.1,147
02072_3,C16orf97_ENST00000566628.1,78
02073_1,C17orf100_P1P2,72
02073_2,C17orf100_P1P2,25
02073_3,C17orf100_P1P2,91
02074_1,C17orf102_P1P2,9
02074_2,C17orf102_P1P2,26
02074_3,C17orf102_P1P2,29
02075_1,C17orf103_P1P2,173
02075_2,C17orf103_P1P2,40
02075_3,C17orf103_P1P2,102
02076_1,C17orf104_P1P2,36
02076_2,C17orf104_P1P2,31
02076_3,C17orf104_P1P2,58
02077_1,C17orf105_P1P2,67
02077_2,C17orf105_P1P2,85
02077_3,C17orf105_P1P2,32
02078_1,C17orf107_P1P2,107
02078_2,C17orf107_P1P2,36
02078_3,C17orf107_P1P2,221
02079_1,C17orf112_P1P2,54
02079_2,C17orf112_P1P2,76
02079_3,C17orf112_P1P2,80
02080_1,C17orf47_P1P2,133
02080_2,C17orf47_P1P2,82
02080_3,C17orf47_P1P2,48
02081_1,C17orf49_P1,15
02081_2,C17orf49_P1,21
02081_3,C17orf49_P1,22
02082_1,C17orf49_P2,38
02082_2,C17orf49_P2,59
02082_3,C17orf49_P2,104
02083_1,C17orf50_P1P2,41
02083_2,C17orf50_P1P2,24
02083_3,C17orf50_P1P2,90
02084_1,C17orf51_P1,169
02084_2,C17orf51_P1,28
02084_3,C17orf51_P1,71
02085_1,C17orf51_P2,52
02085_2,C17orf51_P2,91
02085_3,C17orf51_P2,144
02086_1,C17orf53_P1P2,140
02086_2,C17orf53_P1P2,19
02086_3,C17orf53_P1P2,32
02087_1,C17orf58_P1P2,55
02087_2,C17orf58_P1P2,62
02087_3,C17orf58_P1P2,147
02088_1,C17orf59_P1P2,5
02088_2,C17orf59_P1P2,9
02088_3,C17orf59_P1P2,10
02089_1,C17orf62_P1P2,12
02089_2,C17orf62_P1P2,66
02089_3,C17orf62_P1P2,91
02090_1,C17orf64_P1,66
02090_2,C17orf64_P1,29
02090_3,C17orf64_P1,33
02091_1,C17orf64_P2,28
02091_2,C17orf64_P2,72
02091_3,C17orf64_P2,233
02092_1,C17orf66_P1P2,86
02092_2,C17orf66_P1P2,147
02092_3,C17orf66_P1P2,115
02093_1,C17orf67_P1P2,47
02093_2,C17orf67_P1P2,21
02093_3,C17orf67_P1P2,16
02094_1,C17orf70_P1P2,31
02094_2,C17orf70_P1P2,41
02094_3,C17orf70_P1P2,26
